"Rank","Genes ranked in the direction 2","'-log10(RRA score)'","KO essential score","Brief feature","Description"
390,"CLUAP1",1.6741,-0.065,"NA","clusterin associated protein 1"
391,"NFS1",1.6731,-1.325,"NA","NFS1 cysteine desulfurase"
392,"LTO1",1.6721,-1.52,"NA","LTO1 maturation factor of ABCE1"
393,"PTGR3",1.6711,,,
394,"OXR1",1.67,-0.01,"NA","oxidation resistance 1"
395,"RNF40",1.669,-0.52,"NA","ring finger protein 40"
396,"DNAJA4",1.668,-0.04,"NA","DnaJ heat shock protein family (Hsp40) member A4"
397,"FMO5",1.667,0.035,"NA","flavin containing dimethylaniline monoxygenase 5"
398,"DCAF5",1.666,-0.015,"NA","DDB1 and CUL4 associated factor 5"
399,"MARCHF9",1.664,,,
400,"CC2D2A",1.663,-0.14,"NA","coiled-coil and C2 domain containing 2A"
401,"WIPI2",1.662,0.035,"NA","WD repeat domain"
402,"SYT2",1.661,-0.27,"NA","synaptotagmin 2"
403,"PGM1",1.66,-0.01,"NA","phosphoglucomutase 1"
404,"DDO",1.6591,0.02,"NA","D-aspartate oxidase"
405,"RSL24D1",1.6581,-1.465,"NA","ribosomal L24 domain containing 1"
406,"PLD2",1.6571,0.09,"NA","phospholipase D2"
407,"OR8U3",1.6561,,,
408,"OR7G2",1.6551,-0.2,"NA","olfactory receptor family 7 subfamily G member 2"
409,"SEC16B",1.6541,-0.045,"NA","SEC16 homolog B"
410,"TOMM6",1.6532,-0.225,"NA","translocase of outer mitochondrial membrane 6"
411,"MADCAM1",1.6522,-0.015,"NA","mucosal vascular addressin cell adhesion molecule 1"
412,"LTA4H",1.6503,-0.055,"NA","leukotriene A4 hydrolase"
413,"ATP6V1F",1.6493,-1.205,"NA","ATPase H+ transporting V1 subunit F"
414,"ADGRF1",1.6483,0.035,"NA","adhesion G protein-coupled receptor F1"
415,"GBA1",1.6474,,,
416,"CELF3",1.6464,-0.01,"NA","CUGBP Elav-like family member 3"
417,"OBI1",1.6454,,,
418,"CDC42",1.6445,-0.955,"NA","cell division cycle 42"
419,"NIF3L1",1.6435,-0.11,"NA","NGG1 interacting factor 3 like 1"
420,"ABL1",1.6426,-0.01,"Kinase","ABL proto-oncogene 1"
421,"LRRN2",1.6416,-0.1,"NA","leucine rich repeat neuronal 2"
422,"CINP",1.6407,-1.005,"NA","cyclin dependent kinase 2 interacting protein"
423,"TAF2",1.6397,-0.71,"NA","TATA-box binding protein associated factor 2"
424,"GRIK3",1.6388,-0.03,"NA","glutamate ionotropic receptor kainate type subunit 3"
425,"MRPL2",1.6379,-0.405,"NA","mitochondrial ribosomal protein L2"
426,"TTR",1.6369,0.17,"NA","transthyretin"
427,"BMPER",1.636,0.05,"NA","BMP binding endothelial regulator"
428,"MAGT1",1.6351,-0.055,"NA","magnesium transporter 1"
429,"CYTH2",1.6341,-0.115,"NA","cytohesin 2"
430,"HDAC10",1.6313,0.095,"NA","histone deacetylase 10"
431,"BICC1",1.6304,-0.01,"NA","BicC family RNA binding protein 1"
432,"F3",1.6295,-0.26,"NA","coagulation factor III"
433,"GDPD4",1.6286,0.045,"NA","glycerophosphodiester phosphodiesterase domain containing 4"
434,"BANF1",1.6276,-1.57,"NA","BAF nuclear assembly factor 1"
435,"MOGAT2",1.6267,0.035,"NA","monoacylglycerol O-acyltransferase 2"
436,"IFNK",1.6258,0.135,"NA","interferon kappa"
437,"SH3BP5",1.6249,0.115,"NA","SH3 domain binding protein 5"
438,"ZMAT3",1.624,0.115,"NA","zinc finger matrin-type 3"
439,"FAM227A",1.6231,,,
440,"MAPRE3",1.6222,0.025,"NA","microtubule associated protein RP/EB family member 3"
441,"TEX55",1.6213,,,
442,"TMOD4",1.6204,-0.21,"NA","tropomodulin 4"
443,"FETUB",1.6195,-0.135,"NA","fetuin B"
444,"HELLS",1.6186,0.025,"ChroRemod","helicase"
445,"IFNA6",1.6177,0.175,"NA","interferon alpha 6"
446,"TDRD7",1.6168,0.025,"NA","tudor domain containing 7"
447,"HNF4A",1.6159,0.1,"TF","hepatocyte nuclear factor 4 alpha"
448,"TFEC",1.615,0.065,"TF","transcription factor EC"
449,"USHBP1",1.6141,-0.05,"NA","USH1 protein network component harmonin binding protein 1"
450,"RAB35",1.6132,-0.135,"NA","RAB35"
451,"HNRNPA1",1.6123,-0.25,"NA","heterogeneous nuclear ribonucleoprotein A1"
452,"DAO",1.6114,-0.11,"NA","D-amino acid oxidase"
453,"SAXO2",1.6105,-0.005,"NA","NA"
454,"FBXO22",1.6097,-0.08,"NA","F-box protein 22"
455,"RNASE2",1.6088,0.05,"NA","ribonuclease A family member 2"
456,"CEP41",1.6079,0.02,"NA","centrosomal protein 41"
457,"ALDH5A1",1.607,-0.005,"NA","aldehyde dehydrogenase 5 family member A1"
458,"NOD1",1.6061,-0.03,"NA","nucleotide binding oligomerization domain containing 1"
459,"YTHDF1",1.6053,0.08,"NA","YTH N6-methyladenosine RNA binding protein 1"
460,"COMTD1",1.6044,-0.215,"NA","catechol-O-methyltransferase domain containing 1"
461,"CERS4",1.6035,-0.09,"NA","ceramide synthase 4"
462,"ARL15",1.6027,-0.01,"NA","ADP ribosylation factor like GTPase 15"
463,"TMEM229B",1.6018,-0.095,"NA","transmembrane protein 229B"
464,"CT47A10",1.6009,,,
465,"EIPR1",1.6001,-0.14,"NA","EARP complex and GARP complex interacting protein 1"
466,"UTP20",1.5992,-1.395,"NA","UTP20 small subunit processome component"
467,"C8G",1.5984,-0.08,"NA","complement C8 gamma chain"
468,"SCRN3",1.5975,-0.09,"NA","secernin 3"
469,"DIP2C",1.5966,0.16,"NA","disco interacting protein 2 homolog C"
470,"C1orf21",1.5958,0.02,"NA","chromosome 1 open reading frame 21"
471,"ARMT1",1.5949,0.02,"NA","acidic residue methyltransferase 1"
472,"SERINC2",1.5941,-0.055,"NA","serine incorporator 2"
473,"BORCS8",1.5932,-0.245,"NA","BLOC-1 related complex subunit 8"
474,"ANKRD34C",1.5924,-0.025,"NA","ankyrin repeat domain 34C"
475,"ZNF865",1.5915,-0.01,"TF","zinc finger protein 865"
476,"FFAR4",1.5907,-0.175,"NA","free fatty acid receptor 4"
477,"TSC2",1.5899,-0.04,"NA","TSC complex subunit 2"
478,"CHRNB3",1.589,0.04,"NA","cholinergic receptor nicotinic beta 3 subunit"
479,"STX11",1.5882,0.125,"NA","syntaxin 11"
480,"CD163",1.5873,-0.03,"NA","CD163 molecule"
481,"MYO7A",1.5865,-0.15,"NA","myosin VIIA"
482,"KMT5C",1.5857,0.08,"NA","lysine methyltransferase 5C"
483,"DLG3",1.584,0.09,"NA","discs large MAGUK scaffold protein 3"
484,"CDKN2C",1.5832,0.25,"NA","cyclin dependent kinase inhibitor 2C"
485,"ERFE",1.5823,,,
486,"IPPK",1.5815,-0.43,"NA","inositol-pentakisphosphate 2-kinase"
487,"AMPD2",1.5807,-0.065,"NA","adenosine monophosphate deaminase 2"
488,"TMEM8B",1.5799,0.02,"NA","transmembrane protein 8B"
489,"MTMR6",1.579,-0.155,"NA","myotubularin related protein 6"
490,"AGBL1",1.5782,0.06,"NA","ATP/GTP binding protein like 1"
491,"SNX7",1.5774,-0.085,"NA","sorting nexin 7"
492,"YDJC",1.5766,0.05,"NA","YdjC chitooligosaccharide deacetylase homolog"
493,"SMNDC1",1.5758,-1.005,"NA","survival motor neuron domain containing 1"
494,"WDR53",1.575,-0.075,"NA","WD repeat domain 53"
495,"GYPB",1.5742,0.02,"NA","glycophorin B (MNS blood group)"
496,"RNF212",1.5733,-0.05,"NA","ring finger protein 212"
497,"KLHL36",1.5725,0.2,"NA","kelch like family member 36"
498,"APOL2",1.5717,-0.025,"NA","apolipoprotein L2"
499,"KIAA2026",1.5709,,,
500,"SAG",1.5701,0.065,"NA","S-antigen visual arrestin"
501,"TRIM13",1.5693,0.045,"NA","tripartite motif containing 13"
502,"KRT34",1.5685,0.04,"NA","keratin 34"
503,"ARPC5L",1.5677,0.025,"NA","actin related protein 2/3 complex subunit 5 like"
504,"SDHA",1.5669,-0.3,"NA","succinate dehydrogenase complex flavoprotein subunit A"
505,"RGS13",1.5661,-0.205,"NA","regulator of G protein signaling 13"
506,"APELA",1.5653,,,
507,"ARID1B",1.5645,-0.075,"TF","AT-rich interaction domain 1B"
508,"ZCWPW1",1.5637,0.08,"NA","zinc finger CW-type and PWWP domain containing 1"
509,"FLRT3",1.5629,0.105,"NA","fibronectin leucine rich transmembrane protein 3"
510,"CUL9",1.5614,-0.12,"NA","cullin 9"
511,"NUP35",1.5606,-0.47,"NA","nucleoporin 35"
512,"CHPT1",1.5598,-0.07,"NA","choline phosphotransferase 1"
513,"DDX52",1.559,-0.695,"NA","DExD-box helicase 52"
514,"DXO",1.5582,-0.13,"NA","decapping exoribonuclease"
515,"SLC17A4",1.5574,0.015,"NA","solute carrier family 17 member 4"
516,"C17orf107",1.5566,0.045,"NA","chromosome 17 open reading frame 107"
517,"TNNT1",1.5559,-0.01,"NA","troponin T1"
518,"CFHR1",1.5551,-0.025,"NA","complement factor H related 1"
519,"BIRC3",1.5543,0.08,"NA","baculoviral IAP repeat containing 3"
520,"TSR2",1.5535,-1.715,"NA","TSR2 ribosome maturation factor"
521,"STXBP1",1.552,-0.255,"NA","syntaxin binding protein 1"
522,"SPNS2",1.5512,-0.06,"NA","sphingolipid transporter 2"
523,"XPA",1.5505,-0.08,"TF","XPA"
524,"SMTNL2",1.5497,-0.1,"NA","smoothelin like 2"
525,"CREB3",1.5489,-0.15,"TF","cAMP responsive element binding protein 3"
526,"C2orf68",1.5482,-0.285,"NA","chromosome 2 open reading frame 68"
527,"MYL6",1.5474,-0.16,"NA","myosin light chain 6"
528,"DNASE1L1",1.5466,0.035,"NA","deoxyribonuclease 1 like 1"
529,"RBCK1",1.5459,0.1,"TF","RANBP2-type and C3HC4-type zinc finger containing 1"
530,"MMRN2",1.5451,-0.015,"NA","multimerin 2"
531,"PITPNA",1.5443,0.075,"NA","phosphatidylinositol transfer protein alpha"
532,"RPS6KA4",1.5436,-0.195,"Kinase","ribosomal protein S6 kinase A4"
533,"KANSL3",1.5428,-1.23,"NA","KAT8 regulatory NSL complex subunit 3"
534,"DACH2",1.5421,0.045,"TF","dachshund family transcription factor 2"
535,"FBXO4",1.5413,0.05,"NA","F-box protein 4"
536,"ZNF800",1.5406,0.1,"TF","zinc finger protein 800"
537,"PHKA2",1.5398,0.04,"NA","phosphorylase kinase regulatory subunit alpha 2"
538,"EIF4EBP1",1.5391,-0.165,"NA","eukaryotic translation initiation factor 4E binding protein 1"
539,"FAM118A",1.5383,0.255,"NA","family with sequence similarity 118 member A"
540,"TSGA13",1.5376,-0.005,"NA","testis specific 13"
541,"CMTR2",1.5368,-0.105,"NA","cap methyltransferase 2"
542,"NLGN4X",1.5361,0.1,"NA","neuroligin 4 X-linked"
543,"GPR156",1.5346,0.085,"NA","G protein-coupled receptor 156"
544,"TTLL1",1.5339,0.015,"NA","tubulin tyrosine ligase like 1"
545,"TMEM241",1.5331,0.195,"NA","transmembrane protein 241"
546,"INSYN2B",1.5324,0.185,"NA","inhibitory synaptic factor family member 2B"
547,"ST14",1.5317,0.075,"NA","suppression of tumorigenicity 14"
548,"NDC1",1.5309,-0.65,"NA","NDC1 transmembrane nucleoporin"
549,"NAT1",1.5302,0.075,"NA","solute carrier family 6 member 2"
550,"MATCAP2",1.5294,,,
551,"FANCG",1.5287,0.005,"NA","FA complementation group G"
552,"SNX14",1.528,-0.07,"NA","sorting nexin 14"
553,"CHRNA4",1.5273,-0.06,"NA","cholinergic receptor nicotinic alpha 4 subunit"
554,"BPGM",1.5265,0,"NA","bisphosphoglycerate mutase"
555,"STK19",1.5258,-0.045,"Kinase","serine/threonine kinase 19"
556,"PTGIS",1.5251,-0.07,"NA","prostaglandin I2 synthase"
557,"PCNX4",1.5244,,,
558,"HNMT",1.5236,-0.075,"NA","histamine N-methyltransferase"
559,"TNNT3",1.5229,0.195,"NA","troponin T3"
560,"DHODH",1.5222,-0.38,"NA","dihydroorotate dehydrogenase (quinone)"
561,"PNO1",1.5215,-0.835,"NA","partner of NOB1 homolog"
562,"CALCOCO2",1.5207,-0.04,"NA","calcium binding and coiled-coil domain 2"
563,"STRAP",1.52,-0.76,"NA","serine/threonine kinase receptor associated protein"
564,"AGGF1",1.5193,0.035,"NA","angiogenic factor with G-patch and FHA domains 1"
565,"TSKU",1.5186,-0.035,"NA","tsukushi"
566,"CASD1",1.5179,0.09,"NA","CAS1 domain containing 1"
567,"FER",1.5172,-0.025,"Kinase","FER tyrosine kinase"
568,"ZNHIT3",1.5165,-0.68,"NA","zinc finger HIT-type containing 3"
569,"TBC1D10A",1.5158,-0.145,"NA","TBC1 domain family member 10A"
570,"USP17L3",1.515,0.06,"NA","ubiquitin specific peptidase 17 like family member 3"
571,"CSRNP3",1.5143,0,"TF","cysteine and serine rich nuclear protein 3"
572,"TNMD",1.5136,0.06,"NA","tenomodulin"
573,"OR2AK2",1.5129,0.065,"NA","olfactory receptor family 2 subfamily AK member 2"
574,"PFKFB2",1.5122,-0.085,"NA","6-phosphofructo-2-kinase/fructose-2"
575,"KIF4B",1.5115,-0.01,"NA","kinesin family member 4B"
576,"PLPP4",1.5108,0.02,"NA","phospholipid phosphatase 4"
577,"MRTFB",1.5101,0.125,"NA","myocardin related transcription factor B"
578,"PLSCR4",1.5094,0.15,"NA","phospholipid scramblase 4"
579,"ARMC1",1.5087,0.085,"NA","armadillo repeat containing 1"
580,"DMRT3",1.508,0.165,"TF","doublesex and mab-3 related transcription factor 3"
581,"SLC40A1",1.5073,0.03,"NA","solute carrier family 40 member 1"
582,"PAPLN",1.5066,-0.075,"NA","papilin"
583,"PNLDC1",1.5059,-0.02,"NA","PARN like"
584,"FAM149B1",1.5052,0.035,"NA","family with sequence similarity 149 member B1"
585,"POMK",1.5045,0.075,"Kinase","protein O-mannose kinase"
586,"TAF8",1.5039,-0.845,"NA","TATA-box binding protein associated factor 8"
587,"NGF",1.5032,-0.135,"NA","nerve growth factor"
588,"SMPD3",1.5025,-0.22,"NA","sphingomyelin phosphodiesterase 3"
589,"SLC38A11",1.5018,-0.105,"NA","solute carrier family 38 member 11"
590,"IGF2R",1.5011,0.075,"NA","insulin like growth factor 2 receptor"
591,"LEMD1",1.5004,0.015,"NA","LEM domain containing 1"
592,"RTCB",1.4997,-0.83,"NA","RNA 2'"
593,"OR2A4",1.499,-0.175,"NA","olfactory receptor family 2 subfamily A member 4"
594,"CCDC9",1.4984,-0.305,"NA","coiled-coil domain containing 9"
595,"LRRC71",1.4977,-0.225,"NA","leucine rich repeat containing 71"
596,"MZT2B",1.497,-0.28,"NA","mitotic spindle organizing protein 2B"
597,"CASZ1",1.4963,-0.155,"TF","castor zinc finger 1"
598,"MRPS22",1.4956,-0.63,"NA","mitochondrial ribosomal protein S22"
599,"AMACR",1.495,-0.03,"NA","alpha-methylacyl-CoA racemase"
600,"SPECC1L",1.4943,-0.27,"NA","sperm antigen with calponin homology and coiled-coil domains 1 like"
601,"TMEM139",1.4936,0.115,"NA","transmembrane protein 139"
602,"EXOSC2",1.4929,-1.2,"NA","exosome component 2"
603,"RAD51C",1.4923,-0.865,"NA","RAD51 paralog C"
604,"CGGBP1",1.4916,-0.12,"TF","CGG triplet repeat binding protein 1"
605,"MYBPC1",1.4909,0.04,"NA","myosin binding protein C1"
606,"CR2",1.4903,0.04,"NA","complement C3d receptor 2"
607,"RMDN2",1.4896,-0.045,"NA","regulator of microtubule dynamics 2"
608,"WBP4",1.4889,-0.28,"NA","WW domain binding protein 4"
609,"DHRS4",1.4883,-0.125,"NA","dehydrogenase/reductase 4"
610,"MRPS15",1.4876,-0.375,"NA","mitochondrial ribosomal protein S15"
611,"FAM47A",1.4869,0.17,"NA","family with sequence similarity 47 member A"
612,"HCRTR1",1.4863,-0.24,"NA","hypocretin receptor 1"
613,"LRIT2",1.4856,0.075,"NA","leucine rich repeat"
614,"LPAR6",1.4849,0.015,"NA","lysophosphatidic acid receptor 6"
615,"SECISBP2L",1.4843,-0.055,"NA","NA"
616,"CAMTA1",1.4836,-0.08,"TF","calmodulin binding transcription activator 1"
617,"SLC7A9",1.483,-0.065,"NA","solute carrier family 7 member 9"
618,"DNAJA1",1.4823,-0.495,"NA","DnaJ heat shock protein family (Hsp40) member A1"
619,"SNRPE",1.4816,-2.3,"NA","small nuclear ribonucleoprotein polypeptide E"
620,"MRPL30",1.4803,-0.265,"NA","mitochondrial ribosomal protein L30"
621,"ACSS3",1.4797,0.075,"NA","acyl-CoA synthetase short chain family member 3"
622,"PPP1R14A",1.479,-0.02,"NA","protein phosphatase 1 regulatory inhibitor subunit 14A"
623,"DNAJB12",1.4784,-0.31,"NA","DnaJ heat shock protein family (Hsp40) member B12"
624,"DPH3P1",1.4777,,,
625,"DPM3",1.4771,-0.39,"NA","dolichyl-phosphate mannosyltransferase subunit 3"
626,"CEP131",1.4764,-0.515,"NA","centrosomal protein 131"
627,"SMURF1",1.4758,-0.145,"NA","SMAD specific E3 ubiquitin protein ligase 1"
628,"CMSS1",1.4751,0.11,"NA","cms1 ribosomal small subunit homolog"
629,"HNRNPL",1.4745,-1.155,"NA","heterogeneous nuclear ribonucleoprotein L"
630,"TRAPPC12",1.4732,0.065,"NA","trafficking protein particle complex 12"
631,"PLD5",1.4726,0.115,"NA","phospholipase D family member 5"
632,"RNASE12",1.4719,0.08,"NA","ribonuclease A family member 12 (inactive)"
633,"ZNF426",1.4706,-0.105,"TF","NA"
634,"LHFPL3",1.47,,,
635,"NOX3",1.4694,0.125,"NA","NADPH oxidase 3"
636,"H3C12",1.4681,,,
637,"DEFB4B",1.4674,0.015,"NA","defensin beta 4B"
638,"GJD2",1.4668,0.08,"NA","gap junction protein delta 2"
639,"GINS1",1.4655,-1.69,"NA","GINS complex subunit 1"
640,"DDC",1.4649,0.09,"NA","dopa decarboxylase"
641,"GRIN3A",1.4643,0.05,"NA","glutamate ionotropic receptor NMDA type subunit 3A"
642,"SNURF",1.4637,-0.005,"NA","SNRPN upstream reading frame"
643,"HSPA12B",1.463,0.03,"NA","heat shock protein family A (Hsp70) member 12B"
644,"ACOX1",1.4624,-0.175,"NA","acyl-CoA oxidase 1"
645,"STRA8",1.4618,0.055,"NA","stimulated by retinoic acid 8"
646,"RND3",1.4611,0.1,"NA","Rho family GTPase 3"
647,"TNNI3",1.4605,-0.07,"NA","troponin I3"
648,"TFF3",1.4599,0.01,"NA","trefoil factor 3"
649,"CLDN8",1.4593,0.095,"NA","claudin 8"
650,"HACE1",1.4586,-0.06,"NA","HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1"
651,"WWP2",1.458,-0.115,"NA","WW domain containing E3 ubiquitin protein ligase 2"
652,"C2orf72",1.4574,0.115,"NA","chromosome 2 open reading frame 72"
653,"R3HDML",1.4568,0.04,"NA","R3H domain containing like"
654,"PKP2",1.4562,-0.025,"NA","plakophilin 2"
655,"GNRH1",1.4555,0.09,"NA","gonadotropin releasing hormone 1"
656,"TACR3",1.4549,-0.04,"NA","tachykinin receptor 3"
657,"CD300C",1.4543,-0.15,"NA","CD300c molecule"
658,"COPB1",1.4537,-1.9,"NA","COPI coat complex subunit beta 1"
659,"CCDC18",1.4531,,,
660,"CCDC80",1.4525,-0.03,"NA","coiled-coil domain containing 80"
661,"EDIL3",1.4519,-0.075,"NA","EGF like repeats and discoidin domains 3"
662,"AGR2",1.4512,-0.025,"NA","anterior gradient 2"
663,"RALGPS2",1.4506,0.055,"NA","Ral GEF with PH domain and SH3 binding motif 2"
664,"RHAG",1.45,0.05,"NA","Rh associated glycoprotein"
665,"KRT12",1.4494,-0.195,"NA","keratin 12"
666,"FGA",1.4488,0.025,"NA","fibrinogen alpha chain"
667,"SLC26A8",1.4482,-0.17,"NA","solute carrier family 26 member 8"
668,"SMPX",1.4476,0.075,"NA","small muscle protein X-linked"
669,"SC5D",1.447,0.04,"NA","sterol-C5-desaturase"
670,"MCM3",1.4464,-1.035,"NA","minichromosome maintenance complex component 3"
671,"CCDC82",1.4458,0.105,"NA","coiled-coil domain containing 82"
672,"NAPB",1.4452,0.205,"NA","NSF attachment protein beta"
673,"KITLG",1.444,0.115,"NA","KIT ligand"
674,"REEP2",1.4428,-0.235,"NA","receptor accessory protein 2"
675,"CA9",1.4422,-0.125,"NA","carbonic anhydrase 9"
676,"SLC35G5",1.4416,0.035,"NA","solute carrier family 35 member G5"
677,"MTHFD1L",1.441,-0.075,"NA","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like"
678,"TGM1",1.4404,-0.155,"NA","transglutaminase 1"
679,"P2RY6",1.4398,-0.245,"NA","pyrimidinergic receptor P2Y6"
680,"SYDE1",1.4392,-0.1,"NA","synapse defective Rho GTPase homolog 1"
681,"CCNL1",1.4386,-0.585,"NA","minichromosome maintenance complex component 2"
682,"TMEM135",1.4374,0.03,"NA","transmembrane protein 135"
683,"MRPS31",1.4368,-0.47,"NA","mitochondrial ribosomal protein S31"
684,"U2SURP",1.4362,-1.175,"NA","U2 snRNP associated SURP domain containing"
685,"PCDHGB6",1.4356,-0.03,"NA","NA"
686,"PYROXD2",1.435,-0.025,"NA","pyridine nucleotide-disulphide oxidoreductase domain 2"
687,"TPGS2",1.4344,-0.045,"NA","tubulin polyglutamylase complex subunit 2"
688,"ZFP57",1.4339,-0.24,"TF","ZFP57 zinc finger protein"
689,"ZNF226",1.4333,-0.2,"TF","zinc finger protein 226"
690,"PRSS58",1.4327,0.13,"NA","serine protease 58"
691,"GMNC",1.4321,-0.015,"NA","geminin coiled-coil domain containing"
692,"SMTNL1",1.4315,,,
693,"SEPTIN14",1.4303,,,
694,"RNF121",1.4298,-0.05,"NA","ring finger protein 121"
695,"MIER2",1.4292,0.02,"NA","MIER family member 2"
696,"ARL6IP5",1.4286,-0.005,"NA","ADP ribosylation factor like GTPase 6 interacting protein 5"
697,"SYT8",1.428,0.125,"NA","synaptotagmin 8"
698,"IGFL4",1.4274,0.145,"NA","NA"
699,"RNF7",1.4263,0.01,"NA","ring finger protein 7"
700,"MED12L",1.4257,0.08,"NA","mediator complex subunit 12L"
701,"SHANK1",1.4251,0.13,"NA","SH3 and multiple ankyrin repeat domains 1"
702,"ANKDD1B",1.4246,0.17,"NA","ankyrin repeat and death domain containing 1B"
703,"CALHM1",1.424,-0.005,"NA","calcium homeostasis modulator 1"
704,"UBE3D",1.4234,-0.255,"NA","ubiquitin protein ligase E3D"
705,"KPNA4",1.4223,-0.16,"NA","karyopherin subunit alpha 4"
706,"COA8",1.4217,,,
707,"NOL3",1.4211,-0.18,"NA","nucleolar protein 3"
708,"TAS2R39",1.4205,0.03,"NA","taste 2 receptor member 39"
709,"BCKDHB",1.42,-0.135,"NA","branched chain keto acid dehydrogenase E1 subunit beta"
710,"DAP3",1.4194,-0.675,"NA","death associated protein 3"
711,"KAZALD1",1.4188,-0.02,"NA","Kazal type serine peptidase inhibitor domain 1"
712,"MPPE1",1.4183,-0.145,"NA","metallophosphoesterase 1"
713,"NDUFAF8",1.4177,-0.565,"NA","NADH:ubiquinone oxidoreductase complex assembly factor 8"
714,"XPO6",1.416,-0.05,"NA","NA"
715,"SEZ6L2",1.4154,0.045,"NA","seizure related 6 homolog like 2"
716,"IRS1",1.4149,-0.04,"NA","insulin receptor substrate 1"
717,"FLT1",1.4143,0.06,"Kinase","fms related receptor tyrosine kinase 1"
718,"AP3M2",1.4138,-0.275,"NA","adaptor related protein complex 3 subunit mu 2"
719,"SGCE",1.4132,-0.215,"NA","sarcoglycan epsilon"
720,"MPHOSPH6",1.4126,-0.285,"NA","M-phase phosphoprotein 6"
721,"FHL5",1.4121,0.06,"ChroRemod","four and a half LIM domains 5"
722,"TMEM233",1.4115,0.09,"NA","transmembrane protein 233"
723,"ZNF85",1.411,-0.4,"TF","zinc finger protein 85"
724,"NXPH4",1.4104,0.04,"NA","neurexophilin 4"
725,"JADE1",1.4099,0.075,"NA","jade family PHD finger 1"
726,"ASB10",1.4093,0.05,"NA","ankyrin repeat and SOCS box containing 10"
727,"NFKB2",1.4071,-0.17,"TF","nuclear factor kappa B subunit 2"
728,"STAC",1.406,0.105,"NA","SH3 and cysteine rich domain"
729,"LRRC37A2",1.4054,-0.12,"NA","leucine rich repeat containing 37 member A2"
730,"FBXO5",1.4049,-1.195,"NA","F-box protein 5"
731,"CRMP1",1.4043,-0.065,"NA","collapsin response mediator protein 1"
732,"OTC",1.4038,0.11,"NA","ornithine carbamoyltransferase"
733,"BMP8A",1.4032,-0.18,"NA","bone morphogenetic protein 8a"
734,"GPR149",1.4027,-0.06,"NA","G protein-coupled receptor 149"
735,"PYCARD",1.4021,0.125,"NA","PYD and CARD domain containing"
736,"SAT1",1.4016,0.19,"NA","spermidine/spermine N1-acetyltransferase 1"
737,"GRIN2A",1.401,-0.135,"NA","glutamate ionotropic receptor NMDA type subunit 2A"
738,"WDFY1",1.4005,0.14,"NA","WD repeat and FYVE domain containing 1"
739,"DGKA",1.4,-0.155,"NA","diacylglycerol kinase alpha"
740,"CHCHD10",1.3994,-0.175,"NA","coiled-coil-helix-coiled-coil-helix domain containing 10"
