"Rank","Genes ranked in the direction 1","'-log10(RRA score)'","KO essential score","Brief feature","Description"
7787,"C1QL2",0.2852,-0.05,"NA","complement C1q like 2"
7788,"FAM110D",0.2852,-0.205,"NA","family with sequence similarity 110 member D"
7789,"QDPR",0.2851,0.1,"NA","quinoid dihydropteridine reductase"
7790,"USP38",0.285,-0.03,"NA","ubiquitin specific peptidase 38"
7791,"FGF20",0.2849,0.015,"NA","fibroblast growth factor 20"
7792,"STAT3",0.2849,-0.09,"TF","signal transducer and activator of transcription 3"
7793,"TRAF3",0.2849,-0.035,"NA","TNF receptor associated factor 3"
7794,"GABRA3",0.2848,0.23,"NA","gamma-aminobutyric acid type A receptor subunit alpha3"
7795,"IGFALS",0.2848,-0.05,"NA","insulin like growth factor binding protein acid labile subunit"
7796,"HAUS2",0.2847,-0.535,"NA","HAUS augmin like complex subunit 2"
7797,"SELENBP1",0.2847,-0.145,"NA","selenium binding protein 1"
7798,"SCG5",0.2847,-0.415,"NA","secretogranin V"
7799,"COL19A1",0.2844,-0.025,"NA","collagen type XIX alpha 1 chain"
7800,"SIM1",0.2844,-0.02,"TF","SIM bHLH transcription factor 1"
7801,"DBNL",0.2843,-0.025,"NA","drebrin like"
7802,"MUSTN1",0.2842,-0.105,"NA","musculoskeletal"
7803,"COL25A1",0.2841,-0.09,"NA","collagen type XXV alpha 1 chain"
7804,"PKIA",0.284,0.075,"NA","cAMP-dependent protein kinase inhibitor alpha"
7805,"KRTAP4-8",0.284,,,
7806,"TXNDC2",0.2839,0.24,"NA","thioredoxin domain containing 2"
7807,"TRAPPC14",0.2839,,,
7808,"ANKRD13B",0.2838,-0.025,"NA","ankyrin repeat domain 13B"
7809,"PEBP4",0.2838,-0.025,"NA","phosphatidylethanolamine binding protein 4"
7810,"MAP3K21",0.2838,-0.015,"NA","mitogen-activated protein kinase kinase kinase 21"
7811,"MSL3P1",0.2837,,,
7812,"LAMTOR5",0.2836,-0.185,"NA","late endosomal/lysosomal adaptor"
7813,"MMRN1",0.2835,0.13,"NA","multimerin 1"
7814,"RCBTB1",0.2834,0.125,"NA","RCC1 and BTB domain containing protein 1"
7815,"HAGHL",0.2831,-0.075,"NA","NA"
7816,"PPP1R2P1",0.2831,,,
7817,"IL27",0.283,-0.055,"NA","myeloid derived growth factor"
7818,"ELOC",0.283,-0.865,"NA","elongin C"
7819,"FABP7",0.2829,0.005,"NA","fatty acid binding protein 7"
7820,"REPS2",0.2829,0.135,"NA","RALBP1 associated Eps domain containing 2"
7821,"BMP8B",0.2828,-0.08,"NA","bone morphogenetic protein 8b"
7822,"ROCK2",0.2827,0.06,"Kinase","Rho associated coiled-coil containing protein kinase 2"
7823,"TMEM104",0.2827,-0.185,"NA","NA"
7824,"TEX26",0.2825,-0.035,"NA","testis expressed 26"
7825,"MRPL3",0.2824,-0.42,"NA","mitochondrial ribosomal protein L3"
7826,"MRTFA",0.2823,-0.175,"NA","myocardin related transcription factor A"
7827,"PRICKLE2",0.2822,-0.07,"NA","prickle planar cell polarity protein 2"
7828,"SOWAHB",0.2822,-0.15,"NA","sosondowah ankyrin repeat domain family member B"
7829,"CNTN6",0.2821,0.01,"NA","contactin 6"
7830,"TMEM218",0.2821,-0.025,"NA","transmembrane protein 218"
7831,"PIP5K1A",0.2821,-0.49,"Kinase","phosphatidylinositol-4-phosphate 5-kinase type 1 alpha"
7832,"ACSL3",0.282,-0.345,"NA","acyl-CoA synthetase long chain family member 3"
7833,"PPRC1",0.2819,-0.58,"NA","PPARG related coactivator 1"
7834,"TMEM97",0.2816,-0.32,"NA","transmembrane protein 97"
7835,"XIRP1",0.2816,0.005,"NA","xin actin binding repeat containing 1"
7836,"CYB5R1",0.2815,-0.02,"NA","cytochrome b5 reductase 1"
7837,"LDB1",0.2815,-0.24,"ChroRemod","LIM domain binding 1"
7838,"USP10",0.2814,-0.655,"NA","ubiquitin specific peptidase 10"
7839,"AIFM1",0.2814,-0.585,"NA","apoptosis inducing factor mitochondria associated 1"
7840,"WSB1",0.2814,-0.015,"NA","WD repeat and SOCS box containing 1"
7841,"DDX54",0.2813,-1.535,"ChroRemod","DEAD-box helicase 54"
7842,"TBX22",0.2813,0.015,"TF","T-box transcription factor 22"
7843,"PHF7",0.2812,-0.055,"NA","PHD finger protein 7"
7844,"OR51I2",0.2811,-0.145,"NA","olfactory receptor family 51 subfamily I member 2"
7845,"BPIFB2",0.281,0.005,"NA","BPI fold containing family B member 2"
7846,"ZNF592",0.281,0.05,"TF","zinc finger protein 592"
7847,"CDK17",0.281,0.005,"Kinase","cyclin dependent kinase 17"
7848,"GSKIP",0.2809,0.23,"NA","GSK3B interacting protein"
7849,"LSR",0.2809,0.095,"NA","lipolysis stimulated lipoprotein receptor"
7850,"TNFAIP1",0.2808,0.015,"NA","TNF alpha induced protein 1"
7851,"SPATA46",0.2808,-0.03,"NA","spermatogenesis associated 46"
7852,"IRS2",0.2808,-0.335,"NA","insulin receptor substrate 2"
7853,"SLC29A3",0.2808,0.02,"NA","solute carrier family 29 member 3"
7854,"SLC49A3",0.2807,0.135,"NA","solute carrier family 49 member 3"
7855,"RBM46",0.2806,-0.005,"NA","RNA binding motif protein 46"
7856,"CALD1",0.2805,0.145,"NA","caldesmon 1"
7857,"IL15",0.2804,0.04,"NA","interleukin 15"
7858,"SLC18A1",0.2803,0.065,"NA","solute carrier family 18 member A1"
7859,"FGF1",0.2802,-0.01,"NA","fibroblast growth factor 1"
7860,"MYH2",0.2801,0.01,"NA","myosin heavy chain 2"
7861,"CAAP1",0.2801,0.045,"NA","caspase activity and apoptosis inhibitor 1"
7862,"RDH14",0.28,0.06,"NA","retinol dehydrogenase 14"
7863,"USP45",0.2799,0.075,"NA","ubiquitin specific peptidase 45"
7864,"FBXL4",0.2799,-0.005,"NA","F-box and leucine rich repeat protein 4"
7865,"CUL4B",0.2795,-0.03,"NA","cullin 4B"
7866,"ZNF346",0.2795,0.04,"TF","zinc finger protein 346"
7867,"AR",0.2794,-0.025,"TF","androgen receptor"
7868,"LGSN",0.2792,-0.09,"NA","lengsin"
7869,"ANKLE2",0.2791,-1.895,"NA","ankyrin repeat and LEM domain containing 2"
7870,"MICOS13",0.2789,,,
7871,"SMG7",0.2789,-0.59,"NA","SMG7 nonsense mediated mRNA decay factor"
7872,"PLPP3",0.2788,-0.02,"NA","phospholipid phosphatase 3"
7873,"TFDP2",0.2788,-0.075,"TF","transcription factor Dp-2"
7874,"MTREX",0.2787,-1.415,"NA","Mtr4 exosome RNA helicase"
7875,"KCNK1",0.2787,0.17,"NA","potassium two pore domain channel subfamily K member 1"
7876,"ADGRE1",0.2786,-0.085,"NA","adhesion G protein-coupled receptor E1"
7877,"PRLH",0.2786,0.085,"NA","prolactin releasing hormone"
7878,"TRIM36",0.2786,-0.005,"NA","tripartite motif containing 36"
7879,"PABPN1L",0.2785,0.125,"NA","PABPN1 like"
7880,"LYVE1",0.2785,0.005,"NA","lymphatic vessel endothelial hyaluronan receptor 1"
7881,"DHX29",0.2785,-0.16,"NA","DExH-box helicase 29"
7882,"PKN3",0.2784,-0.21,"Kinase","protein kinase N3"
7883,"MUC1",0.2783,-0.13,"NA","mucin 1"
7884,"PHAX",0.2782,-1.125,"NA","phosphorylated adaptor for RNA export"
7885,"TGFB3",0.2782,-0.06,"NA","transforming growth factor beta 3"
7886,"ALPI",0.2781,0,"NA","alkaline phosphatase"
7887,"RHOT1",0.278,-0.23,"NA","ras homolog family member T1"
7888,"N4BP2",0.278,0.005,"NA","NEDD4 binding protein 2"
7889,"XPO7",0.278,-0.015,"NA","exportin 7"
7890,"GHSR",0.2778,0.145,"NA","growth hormone secretagogue receptor"
7891,"DSTYK",0.2776,-0.1,"Kinase","dual serine/threonine and tyrosine protein kinase"
7892,"INPP5K",0.2775,-0.09,"NA","inositol polyphosphate-5-phosphatase K"
7893,"TNIK",0.2774,0.01,"Kinase","TRAF2 and NCK interacting kinase"
7894,"AMN1",0.2773,0.12,"NA","antagonist of mitotic exit network 1 homolog"
7895,"APEH",0.2773,-0.24,"NA","acylaminoacyl-peptide hydrolase"
7896,"DEK",0.2772,0.16,"NA","DEK proto-oncogene"
7897,"MRPL19",0.2772,-0.48,"NA","mitochondrial ribosomal protein L19"
7898,"EDN2",0.2772,-0.13,"NA","endothelin 2"
7899,"ERLEC1",0.2771,-0.1,"NA","endoplasmic reticulum lectin 1"
7900,"CILK1",0.277,,,
7901,"IL36RN",0.2769,-0.025,"NA","interleukin 36 receptor antagonist"
7902,"TMEM207",0.2769,0.165,"NA","transmembrane protein 207"
7903,"ZGRF1",0.2769,-0.17,"NA","zinc finger GRF-type containing 1"
7904,"ZNF395",0.2768,0.035,"TF","zinc finger protein 395"
7905,"MYRF",0.2768,-0.245,"TF","myelin regulatory factor"
7906,"TREX1",0.2767,-0.075,"NA","three prime repair exonuclease 1"
7907,"SEC11C",0.2766,0.115,"NA","SEC11 homolog C"
7908,"ZG16B",0.2766,0.015,"NA","zymogen granule protein 16B"
7909,"LIMD2",0.2764,-0.33,"NA","LIM domain containing 2"
7910,"ELAPOR2",0.2762,,,
7911,"RRAS2",0.2762,-0.03,"NA","RAS related 2"
7912,"PDE3A",0.2761,0.12,"NA","phosphodiesterase 3A"
7913,"XPR1",0.2761,-0.165,"NA","xenotropic and polytropic retrovirus receptor 1"
7914,"PKD2L1",0.2759,-0.07,"NA","polycystin 2 like 1"
7915,"NOS3",0.2759,0.025,"NA","nitric oxide synthase 3"
7916,"GCN1",0.2758,-0.48,"NA","GCN1 activator of EIF2AK4"
7917,"MRPL57",0.2758,-0.855,"NA","mitochondrial ribosomal protein L57"
7918,"PATL2",0.2757,0.09,"NA","PAT1 homolog 2"
7919,"ADSS2",0.2757,,,
7920,"GRM4",0.2756,0.025,"NA","glutamate metabotropic receptor 4"
7921,"FAM168B",0.2754,-0.025,"NA","family with sequence similarity 168 member B"
7922,"ZNF317",0.2752,-0.305,"TF","NA"
7923,"NHLH1",0.2751,0.11,"TF","nescient helix-loop-helix 1"
7924,"SLC30A3",0.275,0.07,"NA","solute carrier family 30 member 3"
7925,"ZNRF2",0.2749,0.005,"NA","zinc and ring finger 2"
7926,"KRTAP17-1",0.2749,,,
7927,"RCOR2",0.2748,-0.325,"TF","REST corepressor 2"
7928,"KLHL41",0.2747,-0.055,"NA","kelch like family member 41"
7929,"GPA33",0.2747,-0.03,"NA","glycoprotein A33"
7930,"PWWP2A",0.2746,-0.01,"NA","PWWP domain containing 2A"
7931,"MRTFB",0.2744,0.125,"NA","myocardin related transcription factor B"
7932,"RAP1GAP2",0.2744,0.185,"NA","NA"
7933,"TBC1D9B",0.2742,-0.05,"NA","TBC1 domain family member 9B"
7934,"PAK5",0.2741,0.075,"Kinase","p21 (RAC1) activated kinase 5"
7935,"NXT2",0.274,0.005,"NA","nuclear transport factor 2 like export factor 2"
7936,"TMEM41A",0.2739,-0.05,"NA","transmembrane protein 41A"
7937,"UPK3A",0.2739,0.095,"NA","uroplakin 3A"
7938,"DDX6",0.2738,-0.745,"NA","DEAD-box helicase 6"
7939,"FAM217B",0.2738,0.05,"NA","family with sequence similarity 217 member B"
7940,"MAOB",0.2737,-0.015,"NA","monoamine oxidase B"
7941,"MRPL13",0.2737,-0.365,"NA","mitochondrial ribosomal protein L13"
7942,"DMAC1",0.2737,-0.185,"NA","distal membrane arm assembly complex 1"
7943,"KLK12",0.2737,0.075,"NA","kallikrein related peptidase 12"
7944,"POLR3G",0.2737,-0.035,"NA","RNA polymerase III subunit G"
7945,"BECN1",0.2736,-0.26,"NA","beclin 1"
7946,"TADA2A",0.2736,-0.575,"TF","transcriptional adaptor 2A"
7947,"BRCC3",0.2735,0.025,"NA","BRCA1/BRCA2-containing complex subunit 3"
7948,"ABRA",0.2734,-0.015,"ChroRemod","actin binding Rho activating protein"
7949,"RBP7",0.2734,0.04,"NA","retinol binding protein 7"
7950,"SH3BP4",0.2733,0.115,"NA","SH3 domain binding protein 4"
7951,"MED13L",0.2731,-0.105,"NA","mediator complex subunit 13L"
7952,"WNT7B",0.2731,0.04,"NA","Wnt family member 7B"
7953,"TMCO6",0.273,-0.2,"NA","transmembrane and coiled-coil domains 6"
7954,"ECM1",0.273,-0.18,"NA","extracellular matrix protein 1"
7955,"EIF5AL1",0.273,-0.18,"NA","eukaryotic translation initiation factor 5A like 1"
7956,"CHRNA7",0.2728,-0.05,"NA","cholinergic receptor nicotinic alpha 7 subunit"
7957,"FERMT2",0.2727,-0.525,"NA","fermitin family member 2"
7958,"TMEM199",0.2727,-0.72,"NA","transmembrane protein 199"
7959,"LHFPL1",0.2726,-0.105,"NA","LHFPL tetraspan subfamily member 1"
7960,"SPI1",0.2726,-0.07,"TF","Spi-1 proto-oncogene"
7961,"STEAP2",0.2726,-0.195,"NA","STEAP2 metalloreductase"
7962,"CSTF2",0.2725,-0.185,"NA","cleavage stimulation factor subunit 2"
7963,"TMEM132C",0.2725,,,
7964,"ATP10A",0.2724,-0.125,"NA","ATPase phospholipid transporting 10A (putative)"
7965,"KHDRBS3",0.2724,-0.015,"NA","KH RNA binding domain containing"
7966,"RGS10",0.2724,0.075,"NA","regulator of G protein signaling 10"
7967,"CABIN1",0.2723,-0.175,"NA","calcineurin binding protein 1"
7968,"TMEM95",0.2723,0,"NA","transmembrane protein 95"
7969,"GGA1",0.2722,-0.145,"NA","golgi associated"
7970,"KMT2E",0.2721,-0.135,"NA","lysine methyltransferase 2E"
7971,"TMEM229A",0.2721,0.05,"NA","transmembrane protein 229A"
7972,"NDUFB5",0.2721,-0.365,"NA","NADH:ubiquinone oxidoreductase subunit B5"
7973,"KIAA1958",0.2719,0.035,"NA","KIAA1958"
7974,"MSMO1",0.2718,0.14,"NA","methylsterol monooxygenase 1"
7975,"STPG3",0.2718,0.08,"NA","sperm-tail PG-rich repeat containing 3"
7976,"MMAB",0.2717,-0.145,"NA","metabolism of cobalamin associated B"
7977,"HMGN3",0.2716,-0.01,"TF","high mobility group nucleosomal binding domain 3"
7978,"NOTO",0.2715,-0.225,"TF","notochord homeobox"
7979,"RANBP6",0.2715,0.09,"NA","RAN binding protein 6"
7980,"AHSG",0.2713,0.06,"NA","alpha 2-HS glycoprotein"
7981,"SLC16A12",0.2711,-0.14,"NA","solute carrier family 16 member 12"
7982,"FAM24A",0.2711,0.05,"NA","family with sequence similarity 24 member A"
7983,"PTPN13",0.271,0.035,"NA","protein tyrosine phosphatase non-receptor type 13"
7984,"MKNK1",0.271,-0.025,"Kinase","MAPK interacting serine/threonine kinase 1"
7985,"MYL12B",0.271,-0.005,"NA","myosin light chain 12B"
7986,"PTPRCAP",0.2709,-0.105,"NA","protein tyrosine phosphatase receptor type C associated protein"
7987,"USE1",0.2709,-0.52,"NA","unconventional SNARE in the ER 1"
7988,"MAPK14",0.2708,-0.185,"Kinase","mitogen-activated protein kinase 14"
7989,"GLE1",0.2706,-0.685,"NA","GLE1 RNA export mediator"
7990,"SPON1",0.2705,,,
7991,"FXYD3",0.2705,-0.085,"NA","FXYD domain containing ion transport regulator 3"
7992,"NDUFAF6",0.2705,-0.165,"NA","NADH:ubiquinone oxidoreductase complex assembly factor 6"
7993,"BCL9",0.2705,-0.165,"NA","BCL9 transcription coactivator"
7994,"C4orf17",0.2703,0.005,"NA","chromosome 4 open reading frame 17"
7995,"HEATR9",0.2703,-0.15,"NA","HEAT repeat containing 9"
7996,"TSG101",0.2703,-1.09,"ChroRemod","tumor susceptibility 101"
7997,"EMB",0.2701,-0.05,"NA","embigin"
7998,"METTL15",0.2701,-0.275,"NA","methyltransferase like 15"
7999,"RABEPK",0.2701,-0.135,"NA","Rab9 effector protein with kelch motifs"
8000,"POLE2",0.27,-1.345,"NA","DNA polymerase epsilon 2"
8001,"HDLBP",0.2699,-0.035,"NA","high density lipoprotein binding protein"
8002,"CLPB",0.2699,-0.24,"NA","caseinolytic mitochondrial matrix peptidase chaperone subunit B"
8003,"DCUN1D3",0.2698,0.17,"NA","defective in cullin neddylation 1 domain containing 3"
8004,"CUL1",0.2698,-0.675,"NA","cullin 1"
8005,"GPD1",0.2697,-0.065,"NA","glycerol-3-phosphate dehydrogenase 1"
8006,"SLC22A12",0.2696,-0.02,"NA","solute carrier family 22 member 12"
8007,"SEH1L",0.2695,-1.215,"NA","NA"
8008,"LTBP4",0.2695,,,
8009,"OR5V1",0.2695,0.105,"NA","olfactory receptor family 5 subfamily V member 1"
8010,"USP33",0.2693,-0.205,"NA","ubiquitin specific peptidase 33"
8011,"SUPT4H1",0.2693,-0.56,"ChroRemod","SPT4 homolog"
8012,"COLEC10",0.2692,0.13,"NA","collectin subfamily member 10"
8013,"SPATA6",0.2691,0.075,"NA","spermatogenesis associated 6"
8014,"ELL",0.269,-1.39,"NA","elongation factor for RNA polymerase II"
8015,"STK26",0.269,0.12,"Kinase","serine/threonine kinase 26"
8016,"GIMAP8",0.269,0.005,"NA","GTPase"
8017,"RADX",0.2689,,,
8018,"GLDC",0.2688,-0.005,"NA","glycine decarboxylase"
8019,"SH2D5",0.2688,-0.04,"NA","SH2 domain containing 5"
8020,"CXCR1",0.2687,-0.06,"NA","C-X-C motif chemokine receptor 1"
8021,"OSTC",0.2687,-0.63,"NA","oligosaccharyltransferase complex non-catalytic subunit"
8022,"BPHL",0.2686,0.1,"NA","biphenyl hydrolase like"
8023,"PTBP1",0.2686,-0.54,"NA","polypyrimidine tract binding protein 1"
8024,"OTOG",0.2685,0.045,"NA","otogelin"
8025,"TDO2",0.2685,0.01,"NA","tryptophan 2"
8026,"RAD51C",0.2685,-0.865,"NA","RAD51 paralog C"
8027,"KHDC4",0.2684,-0.225,"NA","KH domain containing 4"
8028,"TMEM215",0.2684,-0.035,"NA","transmembrane protein 215"
8029,"GDPGP1",0.2684,0.125,"NA","GDP-D-glucose phosphorylase 1"
8030,"PLOD3",0.2683,0.035,"NA","procollagen-lysine"
8031,"NDRG1",0.2681,0.12,"NA","N-myc downstream regulated 1"
8032,"ZSWIM3",0.2681,0.105,"NA","zinc finger SWIM-type containing 3"
8033,"SUCO",0.2681,-0.125,"NA","SUN domain containing ossification factor"
8034,"METTL6",0.2679,0,"NA","methyltransferase like 6"
8035,"MAGI3",0.2679,0.01,"NA","membrane associated guanylate kinase"
8036,"NXT1",0.2679,-0.475,"NA","nuclear transport factor 2 like export factor 1"
8037,"ZAR1L",0.2678,-0.04,"NA","zygote arrest 1 like"
8038,"CAPG",0.2677,-0.12,"NA","capping actin protein"
8039,"MYO3B",0.2677,-0.145,"Kinase","myosin IIIB"
8040,"NPHP1",0.2676,-0.11,"NA","nephrocystin 1"
8041,"OR4D9",0.2676,-0.18,"NA","olfactory receptor family 4 subfamily D member 9"
8042,"RUNX2",0.2676,-0.255,"TF","RUNX family transcription factor 2"
8043,"FBLN5",0.2675,0.055,"NA","fibulin 5"
8044,"VIPAS39",0.2674,-0.09,"NA","VPS33B interacting protein"
8045,"PPP1R3G",0.2673,0.065,"NA","protein phosphatase 1 regulatory subunit 3G"
8046,"STOX2",0.2673,0.18,"NA","storkhead box 2"
8047,"ABHD11",0.2671,-0.385,"NA","abhydrolase domain containing 11"
8048,"WASF3",0.267,-0.03,"NA","WASP family member 3"
8049,"SLC24A3",0.2669,0.165,"NA","solute carrier family 24 member 3"
8050,"ZNF24",0.2669,-0.13,"TF","zinc finger protein 24"
8051,"CYYR1",0.2667,,,
8052,"THSD4",0.2666,0.08,"NA","thrombospondin type 1 domain containing 4"
8053,"NUDT16",0.2665,-0.01,"NA","nudix hydrolase 16"
8054,"PQBP1",0.2665,-0.275,"ChroRemod","polyglutamine binding protein 1"
8055,"RGS9BP",0.2664,0.045,"NA","NA"
8056,"CATSPERG",0.2664,-0.085,"NA","cation channel sperm associated auxiliary subunit gamma"
8057,"RMI2",0.2663,-0.38,"NA","RecQ mediated genome instability 2"
8058,"EIF2AK1",0.2662,0.05,"Kinase","eukaryotic translation initiation factor 2 alpha kinase 1"
8059,"NAA16",0.2662,-0.11,"NA","N-alpha-acetyltransferase 16"
8060,"MROH1",0.2662,-0.035,"NA","maestro heat like repeat family member 1"
8061,"QRSL1",0.2662,-0.555,"NA","glutaminyl-tRNA amidotransferase subunit QRSL1"
8062,"B4GALNT1",0.2661,-0.085,"NA","beta-1"
8063,"CASZ1",0.266,-0.155,"TF","castor zinc finger 1"
8064,"RBFA",0.2659,-0.185,"NA","ribosome binding factor A"
8065,"MRPL52",0.2659,-0.2,"NA","mitochondrial ribosomal protein L52"
8066,"SLC9A3",0.2659,-0.09,"NA","solute carrier family 9 member A3"
8067,"RTTN",0.2659,-0.55,"NA","NA"
8068,"GHRHR",0.2658,0.025,"NA","growth hormone releasing hormone receptor"
8069,"INSC",0.2658,-0.075,"NA","INSC spindle orientation adaptor protein"
8070,"TRIM17",0.2656,-0.19,"NA","tripartite motif containing 17"
8071,"CDH8",0.2656,0.19,"NA","cadherin 8"
8072,"ANLN",0.2655,-0.585,"NA","anillin actin binding protein"
8073,"RNPC3",0.2654,-1.465,"NA","RNA binding region (RNP1"
8074,"ALDH16A1",0.2654,0.01,"NA","aldehyde dehydrogenase 16 family member A1"
8075,"TRIM58",0.2654,0.195,"ChroRemod","tripartite motif containing 58"
8076,"KRTCAP3",0.2653,-0.04,"NA","keratinocyte associated protein 3"
8077,"PKD1",0.2653,-0.045,"NA","polycystin 1"
8078,"SNX5",0.2652,-0.13,"NA","sorting nexin 5"
8079,"PDCL2",0.2652,-0.15,"NA","phosducin like 2"
8080,"OR6S1",0.265,0,"NA","olfactory receptor family 6 subfamily S member 1"
8081,"AP4E1",0.2649,-0.1,"NA","adaptor related protein complex 4 subunit epsilon 1"
8082,"SMIM14",0.2648,0.095,"NA","small integral membrane protein 14"
8083,"ASNSD1",0.2646,-0.175,"NA","asparagine synthetase domain containing 1"
8084,"WDCP",0.2646,0.04,"NA","WD repeat and coiled coil containing"
8085,"CAVIN2",0.2645,0.025,"NA","caveolae associated protein 2"
8086,"CPEB1",0.2644,-0.045,"TF","cytoplasmic polyadenylation element binding protein 1"
8087,"SLC41A3",0.2643,-0.125,"NA","solute carrier family 41 member 3"
8088,"CAMTA1",0.2643,-0.08,"TF","calmodulin binding transcription activator 1"
8089,"FOXN4",0.2643,-0.2,"TF","forkhead box N4"
8090,"SLC25A13",0.2642,0.01,"NA","solute carrier family 25 member 13"
8091,"ZWINT",0.2641,-0.685,"NA","ZW10 interacting kinetochore protein"
8092,"BTBD8",0.2641,-0.035,"NA","BTB domain containing 8"
8093,"IL9R",0.2639,-0.165,"NA","interleukin 9 receptor"
8094,"CCDC40",0.2638,0,"NA","coiled-coil domain containing 40"
8095,"TMUB2",0.2637,-0.12,"NA","transmembrane and ubiquitin like domain containing 2"
8096,"ATP6AP1L",0.2637,-0.145,"NA","ATPase H+ transporting accessory protein 1 like"
8097,"TTLL2",0.2637,0.06,"NA","tubulin tyrosine ligase like 2"
8098,"TSPAN11",0.2636,-0.205,"NA","NA"
8099,"MKRN3",0.2634,-0.005,"NA","makorin ring finger protein 3"
8100,"DDIT4L",0.2634,0.045,"NA","DNA damage inducible transcript 4 like"
8101,"SPAG8",0.2633,-0.14,"NA","sperm associated antigen 8"
8102,"MBD3",0.2633,-0.115,"TF","methyl-CpG binding domain protein 3"
8103,"CLPSL2",0.2632,-0.025,"NA","colipase like 2"
8104,"TLCD5",0.2632,,,
8105,"DNAJC15",0.2631,0.01,"NA","DnaJ heat shock protein family (Hsp40) member C15"
8106,"NSUN3",0.263,-0.11,"NA","NOP2/Sun RNA methyltransferase 3"
8107,"TRAM1",0.263,0.08,"NA","translocation associated membrane protein 1"
8108,"GTF3C6",0.2629,-0.37,"NA","general transcription factor IIIC subunit 6"
8109,"MAPK15",0.2629,-0.25,"Kinase","mitogen-activated protein kinase 15"
8110,"PHETA2",0.2629,-0.015,"NA","PH domain containing endocytic trafficking adaptor 2"
8111,"CMYA5",0.2628,-0.06,"NA","cardiomyopathy associated 5"
8112,"GSR",0.2628,0.07,"NA","glutathione-disulfide reductase"
8113,"PTGER4",0.2628,-0.005,"NA","prostaglandin E receptor 4"
8114,"DUSP4",0.2627,0.035,"NA","dual specificity phosphatase 4"
8115,"C19orf38",0.2626,-0.2,"NA","chromosome 19 open reading frame 38"
8116,"FGGY",0.2626,0.085,"NA","FGGY carbohydrate kinase domain containing"
8117,"JPH1",0.2625,-0.04,"NA","junctophilin 1"
8118,"NTPCR",0.2625,0.01,"NA","nucleoside-triphosphatase"
8119,"USP51",0.2625,-0.025,"NA","ubiquitin specific peptidase 51"
8120,"ANAPC11",0.2624,-1.365,"NA","anaphase promoting complex subunit 11"
8121,"KAT8",0.2624,-1.405,"NA","lysine acetyltransferase 8"
8122,"TEDC2",0.2623,-0.39,"NA","tubulin epsilon and delta complex 2"
8123,"IL34",0.2623,-0.06,"NA","interleukin 34"
8124,"PIK3CA",0.2622,-0.51,"Kinase","phosphatidylinositol-4"
8125,"CYP2G1P",0.2622,,,
8126,"C8orf48",0.2621,0.17,"NA","chromosome 8 open reading frame 48"
8127,"RPL3L",0.2621,0,"NA","ribosomal protein L3 like"
8128,"OR52R1",0.2621,,,
8129,"HYAL3",0.262,0.025,"NA","hyaluronidase 3"
8130,"LY9",0.262,-0.045,"NA","lymphocyte antigen 9"
8131,"BAIAP2L1",0.262,0.025,"NA","BAR/IMD domain containing adaptor protein 2 like 1"
8132,"OAS2",0.2619,-0.035,"NA","2'-5'-oligoadenylate synthetase 2"
8133,"PTGDR2",0.2617,0.045,"NA","prostaglandin D2 receptor 2"
8134,"OR4N5",0.2616,-0.045,"NA","olfactory receptor family 4 subfamily N member 5"
8135,"FGFR3",0.2615,0.02,"Kinase","fibroblast growth factor receptor 3"
8136,"CYB5R2",0.2614,0.05,"NA","cytochrome b5 reductase 2"
8137,"DARS1",0.2612,,,
8138,"TENT5C",0.2609,-0.035,"NA","terminal nucleotidyltransferase 5C"
8139,"MAGEB16",0.2608,-0.015,"NA","MAGE family member B16"
8140,"DDC",0.2606,0.09,"NA","dopa decarboxylase"
8141,"TRNP1",0.2605,-0.29,"NA","TMF1 regulated nuclear protein 1"
8142,"CFAP276",0.2605,,,
8143,"DNAJC17",0.2604,-1.32,"NA","DnaJ heat shock protein family (Hsp40) member C17"
8144,"ZNF655",0.2604,-0.09,"TF","zinc finger protein 655"
8145,"LRRC46",0.2603,-0.21,"NA","NA"
8146,"RIPPLY2",0.2603,0.01,"NA","ripply transcriptional repressor 2"
8147,"PRF1",0.2602,-0.005,"NA","perforin 1"
8148,"VPS54",0.26,-0.49,"NA","VPS54 subunit of GARP complex"
8149,"CHGB",0.2599,0.055,"NA","chromogranin B"
8150,"TAAR6",0.2599,0.09,"NA","trace amine associated receptor 6"
8151,"SEPTIN2",0.2598,,,
8152,"HCST",0.2597,-0.02,"NA","hematopoietic cell signal transducer"
8153,"PLK3",0.2597,-0.085,"Kinase","polo like kinase 3"
8154,"MRPS18B",0.2597,-0.545,"NA","mitochondrial ribosomal protein S18B"
8155,"POLR1B",0.2597,-1.295,"NA","RNA polymerase I subunit B"
8156,"ADAT1",0.2595,-0.095,"NA","adenosine deaminase tRNA specific 1"
8157,"PCGF6",0.2595,-0.1,"TF","polycomb group ring finger 6"
8158,"GYS2",0.2594,0.215,"NA","glycogen synthase 2"
8159,"OR13C7",0.2594,,,
8160,"DLL4",0.2593,-0.065,"NA","delta like canonical Notch ligand 4"
8161,"PHF24",0.2593,-0.1,"NA","PHD finger protein 24"
8162,"EFNB2",0.2592,0.1,"NA","ephrin B2"
8163,"COX7B",0.2592,-0.54,"NA","cytochrome c oxidase subunit 7B"
8164,"PLSCR5",0.2591,0.005,"NA","phospholipid scramblase family member 5"
8165,"ARHGAP33",0.2591,-0.015,"NA","Rho GTPase activating protein 33"
