"Rank","Genes ranked in the direction 1","'-log10(RRA score)'","KO essential score","Brief feature","Description"
14530,"IAPP",0,0.085,"NA","islet amyloid polypeptide"
14531,"IBSP",0,0.075,"NA","integrin binding sialoprotein"
14532,"ICAM1",0,0.1,"NA","intercellular adhesion molecule 1"
14533,"ICE1",0,-0.77,"NA","interactor of little elongation complex ELL subunit 1"
14534,"IDH1",0,-0.11,"NA","isocitrate dehydrogenase (NADP(+)) 1"
14535,"IDH3A",0,-0.455,"NA","isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha"
14536,"IDH3B",0,0.035,"NA","isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta"
14537,"IDI1",0,-0.1,"NA","isopentenyl-diphosphate delta isomerase 1"
14538,"IDI2",0,0.08,"NA","isopentenyl-diphosphate delta isomerase 2"
14539,"IER5",0,0.015,"NA","immediate early response 5"
14540,"IER5L",0,-0.055,"NA","immediate early response 5 like"
14541,"IFI27L2",0,0.115,"NA","interferon alpha inducible protein 27 like 2"
14542,"IFI30",0,-0.12,"NA","IFI30 lysosomal thiol reductase"
14543,"IFITM1",0,0.095,"NA","interferon induced transmembrane protein 1"
14544,"IFNAR2",0,0.015,"NA","interferon alpha and beta receptor subunit 2"
14545,"IFNK",0,0.135,"NA","interferon kappa"
14546,"IFNL1",0,-0.075,"NA","interferon lambda 1"
14547,"IFNL3",0,0,"NA","interferon lambda 3"
14548,"IFNLR1",0,-0.26,"NA","interferon lambda receptor 1"
14549,"IFT172",0,0.025,"ChroRemod","intraflagellar transport 172"
14550,"IFT22",0,0.005,"NA","intraflagellar transport 22"
14551,"IFT52",0,0.1,"NA","intraflagellar transport 52"
14552,"IFT88",0,-0.045,"NA","intraflagellar transport 88"
14553,"IGDCC4",0,-0.15,"NA","immunoglobulin superfamily DCC subclass member 4"
14554,"IGF1",0,0.04,"NA","insulin like growth factor 1"
14555,"IGFBP4",0,-0.09,"NA","insulin like growth factor binding protein 4"
14556,"IGFBP5",0,0.03,"NA","insulin like growth factor binding protein 5"
14557,"IGHMBP2",0,-0.095,"NA","immunoglobulin mu DNA binding protein 2"
14558,"IGLON5",0,-0.26,"NA","IgLON family member 5"
14559,"IGSF3",0,-0.28,"NA","immunoglobulin superfamily member 3"
14560,"IKBKE",0,0.085,"Kinase","inhibitor of nuclear factor kappa B kinase subunit epsilon"
14561,"IKZF1",0,0.09,"TF","IKAROS family zinc finger 1"
14562,"IKZF2",0,0.16,"TF","IKAROS family zinc finger 2"
14563,"IL12A",0,-0.065,"NA","interleukin 12A"
14564,"IL13",0,0.025,"NA","interleukin 13"
14565,"IL17A",0,-0.015,"NA","interleukin 17A"
14566,"IL17RD",0,-0.05,"NA","interleukin 17 receptor D"
14567,"IL18RAP",0,-0.065,"NA","interleukin 18 receptor accessory protein"
14568,"IL1A",0,-0.115,"NA","interleukin 1 alpha"
14569,"IL1F10",0,-0.11,"NA","interleukin 1 family member 10"
14570,"IL1RAPL1",0,0.035,"NA","interleukin 1 receptor accessory protein like 1"
14571,"IL1RAPL2",0,-0.085,"NA","interleukin 1 receptor accessory protein like 2"
14572,"IL1RL2",0,-0.175,"NA","interleukin 1 receptor like 2"
14573,"IL2",0,0.06,"NA","interleukin 2"
14574,"IL21",0,0.065,"NA","interleukin 21"
14575,"IL2RG",0,0.035,"NA","interleukin 2 receptor subunit gamma"
14576,"IL4",0,-0.025,"NA","interleukin 4"
14577,"IL4I1",0,-0.12,"NA","interleukin 4 induced 1"
14578,"IL6R",0,-0.095,"NA","interleukin 6 receptor"
14579,"ILF3",0,-1.12,"NA","interleukin enhancer binding factor 3"
14580,"IMPA2",0,-0.05,"NA","inositol monophosphatase 2"
14581,"IMPDH1",0,-0.135,"NA","inosine monophosphate dehydrogenase 1"
14582,"INAFM1",0,-0.17,"NA","InaF motif containing 1"
14583,"INCA1",0,-0.015,"NA","inhibitor of CDK"
14584,"INHA",0,0.08,"NA","inhibin subunit alpha"
14585,"INHBE",0,-0.44,"NA","inhibin subunit beta E"
14586,"INKA2",0,-0.015,"NA","inka box actin regulator 2"
14587,"INMT",0,-0.02,"NA","indolethylamine N-methyltransferase"
14588,"INO80B",0,-0.53,"NA","INO80 complex subunit B"
14589,"INO80E",0,-0.16,"NA","INO80 complex subunit E"
14590,"INPP5E",0,-0.01,"NA","inositol polyphosphate-5-phosphatase E"
14591,"INPPL1",0,-0.05,"NA","inositol polyphosphate phosphatase like 1"
14592,"INS",0,-0.42,"NA","insulin"
14593,"INSL3",0,0.005,"NA","insulin like 3"
14594,"INSM2",0,-0.105,"TF","INSM transcriptional repressor 2"
14595,"INTS12",0,-0.61,"NA","integrator complex subunit 12"
14596,"INTS4",0,-1.28,"NA","integrator complex subunit 4"
14597,"INTS5",0,-0.995,"NA","integrator complex subunit 5"
14598,"INTS6L",0,0.025,"NA","integrator complex subunit 6 like"
14599,"INTS9",0,-1.63,"NA","integrator complex subunit 9"
14600,"IP6K2",0,-0.195,"NA","inositol hexakisphosphate kinase 2"
14601,"IP6K3",0,-0.17,"NA","inositol hexakisphosphate kinase 3"
14602,"IPCEF1",0,-0.105,"NA","interaction protein for cytohesin exchange factors 1"
14603,"IPO11",0,-1.085,"NA","importin 11"
14604,"IPO5",0,-0.21,"NA","importin 5"
14605,"IPPK",0,-0.43,"NA","inositol-pentakisphosphate 2-kinase"
14606,"IQCD",0,-0.02,"NA","IQ motif containing D"
14607,"IQCF5",0,-0.09,"NA","IQ motif containing F5"
14608,"IQCK",0,0.045,"NA","IQ motif containing K"
14609,"IQSEC3",0,-0.02,"NA","IQ motif and Sec7 domain ArfGEF 3"
14610,"IQUB",0,0.125,"NA","IQ motif and ubiquitin domain containing"
14611,"IRAK2",0,-0.015,"Kinase","interleukin 1 receptor associated kinase 2"
14612,"IRAK4",0,-0.065,"Kinase","NA"
14613,"IRF2BP2",0,-0.175,"NA","interferon regulatory factor 2 binding protein 2"
14614,"IRF9",0,-0.075,"TF","interferon regulatory factor 9"
14615,"ISG15",0,-0.06,"NA","ISG15 ubiquitin like modifier"
14616,"ISOC1",0,0,"NA","isochorismatase domain containing 1"
14617,"ISX",0,0.145,"TF","intestine specific homeobox"
14618,"ISYNA1",0,-0.385,"NA","inositol-3-phosphate synthase 1"
14619,"ITFG2",0,0.095,"NA","integrin alpha FG-GAP repeat containing 2"
14620,"ITGA10",0,-0.105,"NA","integrin subunit alpha 10"
14621,"ITGA4",0,-0.15,"NA","integrin subunit alpha 4"
14622,"ITGAD",0,0.03,"NA","integrin subunit alpha D"
14623,"ITGAM",0,-0.055,"NA","integrin subunit alpha M"
14624,"ITGAV",0,-0.505,"NA","integrin subunit alpha V"
14625,"ITGB6",0,-0.03,"NA","integrin subunit beta 6"
14626,"ITGB8",0,0,"NA","integrin subunit beta 8"
14627,"ITIH3",0,-0.17,"NA","inter-alpha-trypsin inhibitor heavy chain 3"
14628,"ITM2A",0,0,"NA","integral membrane protein 2A"
14629,"ITPA",0,-0.095,"NA","inosine triphosphatase"
14630,"ITPR2",0,-0.02,"NA","inositol 1"
14631,"ITPRIP",0,-0.03,"NA","inositol 1"
14632,"ITPRIPL1",0,-0.115,"NA","ITPRIP like 1"
14633,"ITPRIPL2",0,0.165,"NA","ITPRIP like 2"
14634,"IVL",0,0.21,"NA","involucrin"
14635,"IVNS1ABP",0,0,"NA","influenza virus NS1A binding protein"
14636,"IZUMO3",0,0.235,"NA","IZUMO family member 3"
14637,"JADE1",0,0.075,"NA","jade family PHD finger 1"
14638,"JAG2",0,0.06,"NA","jagged canonical Notch ligand 2"
14639,"JAGN1",0,0.145,"NA","jagunal homolog 1"
14640,"JAKMIP3",0,-0.025,"NA","Janus kinase and microtubule interacting protein 3"
14641,"JKAMP",0,-0.185,"NA","JNK1/MAPK8 associated membrane protein"
14642,"JRKL",0,-0.01,"TF","JRK like"
14643,"KALRN",0,-0.105,"Kinase","kalirin RhoGEF kinase"
14644,"KANSL3",0,-1.23,"NA","KAT8 regulatory NSL complex subunit 3"
14645,"KAT14",0,-0.135,"NA","lysine acetyltransferase 14"
14646,"KAT2B",0,0.01,"ChroRemod","lysine acetyltransferase 2B"
14647,"KAT6A",0,-0.1,"NA","lysine acetyltransferase 6A"
14648,"KATNA1",0,0,"NA","katanin catalytic subunit A1"
14649,"KATNAL2",0,0.095,"NA","katanin catalytic subunit A1 like 2"
14650,"KATNB1",0,-0.53,"NA","katanin regulatory subunit B1"
14651,"KAZALD1",0,-0.02,"NA","Kazal type serine peptidase inhibitor domain 1"
14652,"KBTBD13",0,0.045,"NA","kelch repeat and BTB domain containing 13"
14653,"KBTBD6",0,0.025,"NA","kelch repeat and BTB domain containing 6"
14654,"KCMF1",0,-1.005,"TF","potassium channel modulatory factor 1"
14655,"KCNA3",0,-0.175,"NA","potassium voltage-gated channel subfamily A member 3"
14656,"KCNAB3",0,0.08,"NA","potassium voltage-gated channel subfamily A regulatory beta subunit 3"
14657,"KCNB2",0,0.065,"NA","potassium voltage-gated channel subfamily B member 2"
14658,"KCND2",0,0.05,"NA","potassium voltage-gated channel subfamily D member 2"
14659,"KCNE4",0,0.055,"NA","potassium voltage-gated channel subfamily E regulatory subunit 4"
14660,"KCNH4",0,-0.18,"NA","potassium voltage-gated channel subfamily H member 4"
14661,"KCNH6",0,-0.06,"NA","potassium voltage-gated channel subfamily H member 6"
14662,"KCNIP3",0,-0.23,"TF","potassium voltage-gated channel interacting protein 3"
14663,"KCNJ1",0,0.145,"NA","potassium inwardly rectifying channel subfamily J member 1"
14664,"KCNJ15",0,0.16,"NA","potassium inwardly rectifying channel subfamily J member 15"
14665,"KCNN3",0,0.02,"NA","potassium calcium-activated channel subfamily N member 3"
14666,"KCNN4",0,0.045,"NA","potassium calcium-activated channel subfamily N member 4"
14667,"KCNQ3",0,0.09,"NA","potassium voltage-gated channel subfamily Q member 3"
14668,"KCNQ5",0,-0.01,"NA","potassium voltage-gated channel subfamily Q member 5"
14669,"KCNRG",0,-0.02,"NA","potassium channel regulator"
14670,"KCNT1",0,-0.085,"NA","potassium sodium-activated channel subfamily T member 1"
14671,"KCNU1",0,0.01,"NA","potassium calcium-activated channel subfamily U member 1"
14672,"KCNV1",0,0.105,"NA","potassium voltage-gated channel modifier subfamily V member 1"
14673,"KCTD19",0,0.04,"NA","potassium channel tetramerization domain containing 19"
14674,"KCTD2",0,-0.185,"NA","potassium channel tetramerization domain containing 2"
14675,"KCTD6",0,-0.035,"NA","potassium channel tetramerization domain containing 6"
14676,"KDM2A",0,-0.675,"TF","lysine demethylase 2A"
14677,"KDM3B",0,0.025,"ChroRemod","lysine demethylase 3B"
14678,"KDM4A",0,-0.17,"ChroRemod","lysine demethylase 4A"
14679,"KDM4B",0,-0.045,"ChroRemod","lysine demethylase 4B"
14680,"KDM5B",0,-0.095,"TF","lysine demethylase 5B"
14681,"KDM5C",0,-0.195,"ChroRemod","lysine demethylase 5C"
14682,"KDM7A",0,0.045,"NA","lysine demethylase 7A"
14683,"KERA",0,0.115,"NA","keratocan"
14684,"KHDRBS1",0,-0.22,"NA","KH RNA binding domain containing"
14685,"KHK",0,-0.065,"NA","ketohexokinase"
14686,"KIAA0408",0,0.15,"NA","KIAA0408"
14687,"KIAA0513",0,-0.06,"NA","KIAA0513"
14688,"KIAA0586",0,-0.085,"NA","KIAA0586"
14689,"KIAA0825",0,0.035,"NA","KIAA0825"
14690,"KIAA2013",0,-0.22,"NA","KIAA2013"
14691,"KIDINS220",0,-0.015,"NA","kinase D interacting substrate 220"
14692,"KIF12",0,0.055,"NA","kinesin family member 12"
14693,"KIF13A",0,-0.095,"NA","kinesin family member 13A"
14694,"KIF17",0,-0.01,"NA","kinesin family member 17"
14695,"KIF18A",0,-1.195,"NA","kinesin family member 18A"
14696,"KIF1B",0,-0.135,"NA","kinesin family member 1B"
14697,"KIF23",0,-1.655,"NA","kinesin family member 23"
14698,"KIF27",0,-0.235,"NA","kinesin family member 27"
14699,"KIF2A",0,-0.02,"NA","kinesin family member 2A"
14700,"KIF4B",0,-0.01,"NA","kinesin family member 4B"
14701,"KIF5B",0,0.08,"NA","kinesin family member 5B"
14702,"KIR3DL3",0,0.195,"NA","killer cell immunoglobulin like receptor"
14703,"KIRREL1",0,0.205,"NA","kirre like nephrin family adhesion molecule 1"
14704,"KISS1",0,-0.12,"NA","KiSS-1 metastasis suppressor"
14705,"KITLG",0,0.115,"NA","KIT ligand"
14706,"KL",0,0.015,"NA","klotho"
14707,"KLF1",0,-0.23,"TF","Kruppel like factor 1"
14708,"KLF11",0,-0.005,"TF","Kruppel like factor 11"
14709,"KLF12",0,0.06,"TF","Kruppel like factor 12"
14710,"KLHDC1",0,-0.115,"NA","kelch domain containing 1"
14711,"KLHL12",0,-0.17,"NA","kelch like family member 12"
14712,"KLHL21",0,0.025,"NA","kelch like family member 21"
14713,"KLHL24",0,0.02,"NA","kelch like family member 24"
14714,"KLHL30",0,-0.08,"NA","kelch like family member 30"
14715,"KLHL42",0,-0.045,"NA","kelch like family member 42"
14716,"KLHL5",0,0.1,"NA","kelch like family member 5"
14717,"KLHL7",0,-0.1,"NA","kelch like family member 7"
14718,"KLK10",0,0.13,"NA","kallikrein related peptidase 10"
14719,"KLK14",0,0.105,"NA","kallikrein related peptidase 14"
14720,"KLK5",0,-0.08,"NA","kallikrein related peptidase 5"
14721,"KLK8",0,-0.055,"NA","kallikrein related peptidase 8"
14722,"KLRG2",0,0.01,"NA","killer cell lectin like receptor G2"
14723,"KLRK1",0,0.045,"NA","killer cell lectin like receptor K1"
14724,"KMT2C",0,0.04,"TF","lysine methyltransferase 2C"
14725,"KMT2D",0,-0.485,"NA","lysine methyltransferase 2D"
14726,"KPNA1",0,0.11,"NA","karyopherin subunit alpha 1"
14727,"KPNA2",0,-0.305,"NA","karyopherin subunit alpha 2"
14728,"KPNB1",0,-1.775,"NA","karyopherin subunit beta 1"
14729,"KRAS",0,-0.45,"NA","KRAS proto-oncogene"
14730,"KREMEN2",0,-0.145,"NA","kringle containing transmembrane protein 2"
14731,"KRR1",0,-1.12,"NA","KRR1 small subunit processome component homolog"
14732,"KRT10",0,-0.34,"NA","keratin 10"
14733,"KRT12",0,-0.195,"NA","keratin 12"
14734,"KRT14",0,-0.1,"NA","keratin 14"
14735,"KRT20",0,0.015,"NA","keratin 20"
14736,"KRT36",0,0.075,"NA","keratin 36"
14737,"KRT5",0,-0.07,"NA","keratin 5"
14738,"KRT71",0,-0.06,"NA","keratin 71"
14739,"KRT72",0,-0.21,"NA","keratin 72"
14740,"KRT76",0,-0.115,"NA","keratin 76"
14741,"KRT79",0,-0.19,"NA","keratin 79"
14742,"KRT8",0,-0.74,"NA","keratin 8"
14743,"KRT81",0,-0.215,"NA","keratin 81"
14744,"KRT84",0,-0.02,"NA","keratin 84"
14745,"L3HYPDH",0,-0.095,"NA","trans-L-3-hydroxyproline dehydratase"
14746,"LACTB",0,-0.255,"NA","lactamase beta"
14747,"LALBA",0,0.03,"NA","lactalbumin alpha"
14748,"LAMA1",0,0.105,"NA","laminin subunit alpha 1"
14749,"LAMC1",0,0.13,"NA","laminin subunit gamma 1"
14750,"LAMP1",0,0.15,"NA","lysosomal associated membrane protein 1"
14751,"LAMP3",0,0.04,"NA","lysosomal associated membrane protein 3"
14752,"LAMP5",0,0.165,"NA","lysosomal associated membrane protein family member 5"
14753,"LAMTOR4",0,-0.555,"NA","late endosomal/lysosomal adaptor"
14754,"LAP3",0,-0.085,"NA","leucine aminopeptidase 3"
14755,"LAPTM4B",0,0.095,"NA","lysosomal protein transmembrane 4 beta"
14756,"LARP6",0,-0.26,"NA","La ribonucleoprotein 6"
14757,"LARS2",0,-0.5,"NA","leucyl-tRNA synthetase 2"
14758,"LASP1",0,-0.155,"NA","LIM and SH3 protein 1"
14759,"LAYN",0,-0.115,"NA","layilin"
14760,"LBHD1",0,-0.085,"NA","LBH domain containing 1"
14761,"LBP",0,0.045,"NA","lipopolysaccharide binding protein"
14762,"LCE5A",0,-0.44,"NA","late cornified envelope 5A"
14763,"LCN10",0,-0.295,"NA","lipocalin 10"
14764,"LCN8",0,-0.3,"NA","lipocalin 8"
14765,"LCP1",0,0.03,"NA","lymphocyte cytosolic protein 1"
14766,"LCP2",0,0.065,"NA","lymphocyte cytosolic protein 2"
14767,"LDB3",0,-0.095,"NA","LIM domain binding 3"
14768,"LDHA",0,-0.295,"NA","lactate dehydrogenase A"
14769,"LDHB",0,-0.02,"NA","lactate dehydrogenase B"
14770,"LDHC",0,0.015,"NA","lactate dehydrogenase C"
14771,"LDHD",0,-0.05,"NA","lactate dehydrogenase D"
14772,"LDLRAD2",0,0.005,"NA","low density lipoprotein receptor class A domain containing 2"
14773,"LEAP2",0,-0.005,"NA","liver enriched antimicrobial peptide 2"
14774,"LEF1",0,0.02,"TF","lymphoid enhancer binding factor 1"
14775,"LEFTY1",0,-0.015,"NA","left-right determination factor 1"
14776,"LEKR1",0,0.185,"NA","leucine"
14777,"LELP1",0,-0.22,"NA","late cornified envelope like proline rich 1"
14778,"LENG1",0,-0.46,"NA","leukocyte receptor cluster member 1"
14779,"LENG8",0,-0.58,"NA","leukocyte receptor cluster member 8"
14780,"LEO1",0,-0.255,"NA","LEO1 homolog"
14781,"LETM1",0,-1.03,"NA","leucine zipper and EF-hand containing transmembrane protein 1"
14782,"LETM2",0,-0.05,"NA","leucine zipper and EF-hand containing transmembrane protein 2"
14783,"LGALS2",0,0.045,"NA","galectin 2"
14784,"LGALS4",0,-0.08,"NA","galectin 4"
14785,"LGALS7B",0,0.06,"NA","galectin 7B"
14786,"LGR5",0,-0.025,"NA","leucine rich repeat containing G protein-coupled receptor 5"
14787,"LGR6",0,0.05,"NA","leucine rich repeat containing G protein-coupled receptor 6"
14788,"LHFPL2",0,0.095,"NA","LHFPL tetraspan subfamily member 2"
14789,"LHFPL5",0,-0.06,"NA","LHFPL tetraspan subfamily member 5"
14790,"LHX6",0,-0.05,"TF","LIM homeobox 6"
14791,"LHX8",0,0.005,"TF","LIM homeobox 8"
14792,"LHX9",0,-0.09,"TF","LIM homeobox 9"
14793,"LIG4",0,-0.095,"NA","DNA ligase 4"
14794,"LILRB4",0,0.075,"NA","leukocyte immunoglobulin like receptor B4"
14795,"LILRB5",0,0.035,"NA","leukocyte immunoglobulin like receptor B5"
14796,"LIMA1",0,-0.055,"NA","LIM domain and actin binding 1"
14797,"LIMD1",0,-0.11,"NA","LIM domains containing 1"
14798,"LIMS1",0,-0.415,"NA","LIM zinc finger domain containing 1"
14799,"LIN28B",0,-0.1,"TF","lin-28 homolog B"
14800,"LINGO2",0,0.095,"NA","leucine rich repeat and Ig domain containing 2"
14801,"LINGO3",0,-0.085,"NA","NA"
14802,"LIPG",0,0.095,"NA","lipase G"
14803,"LIPH",0,0.03,"NA","lipase H"
14804,"LMAN2",0,-0.09,"NA","lectin"
14805,"LMLN",0,-0.165,"NA","leishmanolysin like peptidase"
14806,"LMNA",0,-0.345,"NA","lamin A/C"
14807,"LMOD1",0,-0.15,"NA","leiomodin 1"
14808,"LMX1B",0,0.05,"TF","LIM homeobox transcription factor 1 beta"
14809,"LNX1",0,0.005,"NA","ligand of numb-protein X 1"
14810,"LOXL1",0,-0.035,"NA","lysyl oxidase like 1"
14811,"LOXL2",0,0.005,"NA","lysyl oxidase like 2"
14812,"LOXL4",0,-0.095,"NA","lysyl oxidase like 4"
14813,"LPAR2",0,-0.16,"NA","lysophosphatidic acid receptor 2"
14814,"LPXN",0,0.115,"NA","leupaxin"
14815,"LRCH3",0,-0.05,"NA","leucine rich repeats and calponin homology domain containing 3"
14816,"LRFN2",0,0.18,"NA","leucine rich repeat and fibronectin type III domain containing 2"
14817,"LRFN3",0,-0.135,"NA","NA"
14818,"LRG1",0,-0.04,"NA","leucine rich alpha-2-glycoprotein 1"
14819,"LRGUK",0,0.06,"NA","leucine rich repeats and guanylate kinase domain containing"
14820,"LRIG3",0,0,"NA","leucine rich repeats and immunoglobulin like domains 3"
14821,"LRIT1",0,-0.09,"NA","leucine rich repeat"
14822,"LRP10",0,-0.01,"NA","LDL receptor related protein 10"
14823,"LRP11",0,0.17,"NA","LDL receptor related protein 11"
14824,"LRP12",0,0.01,"NA","LDL receptor related protein 12"
14825,"LRP1B",0,-0.215,"NA","LDL receptor related protein 1B"
14826,"LRP8",0,-0.135,"NA","LDL receptor related protein 8"
14827,"LRR1",0,-1.89,"NA","leucine rich repeat protein 1"
14828,"LRRC14",0,0.01,"NA","leucine rich repeat containing 14"
14829,"LRRC17",0,-0.025,"NA","leucine rich repeat containing 17"
14830,"LRRC19",0,0.11,"NA","leucine rich repeat containing 19"
14831,"LRRC2",0,0.035,"NA","leucine rich repeat containing 2"
14832,"LRRC30",0,0.115,"NA","NA"
14833,"LRRC32",0,-0.075,"NA","leucine rich repeat containing 32"
14834,"LRRC36",0,0.07,"NA","NA"
14835,"LRRC39",0,-0.145,"NA","leucine rich repeat containing 39"
14836,"LRRC3B",0,0.025,"NA","leucine rich repeat containing 3B"
14837,"LRRC3C",0,-0.225,"NA","leucine rich repeat containing 3C"
14838,"LRRC4",0,0.06,"NA","leucine rich repeat containing 4"
14839,"LRRC40",0,0.015,"NA","leucine rich repeat containing 40"
14840,"LRRC41",0,-0.105,"NA","leucine rich repeat containing 41"
14841,"LRRC43",0,-0.125,"NA","leucine rich repeat containing 43"
14842,"LRRC47",0,0.065,"NA","leucine rich repeat containing 47"
14843,"LRRC49",0,-0.015,"NA","NA"
14844,"LRRC57",0,-0.12,"NA","leucine rich repeat containing 57"
14845,"LRRC58",0,0.025,"NA","leucine rich repeat containing 58"
14846,"LRRC73",0,-0.24,"NA","leucine rich repeat containing 73"
14847,"LRRC8B",0,-0.08,"NA","leucine rich repeat containing 8 VRAC subunit B"
14848,"LRRC8D",0,-0.04,"NA","leucine rich repeat containing 8 VRAC subunit D"
14849,"LRRFIP2",0,0.13,"TF","LRR binding FLII interacting protein 2"
14850,"LRRK2",0,-0.08,"Kinase","leucine rich repeat kinase 2"
14851,"LRRN1",0,0.135,"NA","leucine rich repeats and calponin homology domain containing 4"
14852,"LRRN3",0,0.04,"NA","leucine rich repeat neuronal 3"
14853,"LRRN4",0,0.11,"NA","leucine rich repeat neuronal 4"
14854,"LRRTM2",0,0.035,"NA","leucine rich repeat transmembrane neuronal 2"
14855,"LRRTM3",0,-0.015,"NA","leucine rich repeat transmembrane neuronal 3"
14856,"LRRTM4",0,0.01,"NA","leucine rich repeat transmembrane neuronal 4"
14857,"LRTM2",0,0.11,"NA","leucine rich repeats and transmembrane domains 2"
14858,"LSM1",0,-0.085,"NA","LSM1 homolog"
14859,"LSM11",0,-0.85,"NA","LSM11"
14860,"LSM7",0,-1.725,"NA","LSM7 homolog"
14861,"LST1",0,-0.51,"NA","leukocyte specific transcript 1"
14862,"LTA4H",0,-0.055,"NA","leukotriene A4 hydrolase"
14863,"LTBP1",0,0.08,"NA","latent transforming growth factor beta binding protein 1"
14864,"LTBP2",0,-0.12,"NA","latent transforming growth factor beta binding protein 2"
14865,"LTBP3",0,-0.29,"NA","latent transforming growth factor beta binding protein 2"
14866,"LTBR",0,0.035,"NA","lymphotoxin beta receptor"
14867,"LTC4S",0,-0.045,"NA","leukotriene C4 synthase"
14868,"LTO1",0,-1.52,"NA","LTO1 maturation factor of ABCE1"
14869,"LTV1",0,-1.055,"NA","LTV1 ribosome biogenesis factor"
14870,"LUC7L",0,0.005,"NA","LUC7 like"
14871,"LURAP1",0,-0.175,"NA","leucine rich adaptor protein 1"
14872,"LUZP1",0,-0.075,"NA","leucine zipper protein 1"
14873,"LY6E",0,0.02,"NA","lymphocyte antigen 6 family member E"
14874,"LY6G6F",0,0.115,"NA","lymphocyte antigen 6 family member G6F"
14875,"LYAR",0,0.27,"TF","Ly1 antibody reactive"
14876,"LYPD2",0,-0.18,"NA","LY6/PLAUR domain containing 2"
14877,"LYPLA2",0,-0.135,"NA","lysophospholipase 2"
14878,"LYPLAL1",0,0.005,"NA","lysophospholipase like 1"
14879,"LYRM7",0,-0.085,"NA","LYR motif containing 7"
14880,"LYSMD1",0,-0.355,"NA","LysM domain containing 1"
14881,"LYST",0,-0.045,"NA","lysosomal trafficking regulator"
14882,"LYZL4",0,-0.08,"NA","lysozyme like 4"
14883,"LZTS1",0,0.11,"NA","leucine zipper tumor suppressor 1"
14884,"M1AP",0,-0.145,"NA","meiosis 1 associated protein"
14885,"MAB21L1",0,0.015,"NA","mab-21 like 1"
14886,"MAB21L2",0,0.095,"NA","mab-21 like 2"
14887,"MACO1",0,-0.085,"NA","macoilin 1"
14888,"MACROD1",0,-0.08,"NA","mono-ADP ribosylhydrolase 1"
14889,"MAD2L2",0,-1.15,"NA","mitotic arrest deficient 2 like 2"
14890,"MAF",0,-0.135,"TF","MAF bZIP transcription factor"
14891,"MAF1",0,-0.25,"TF","MAF1 homolog"
14892,"MAGEB17",0,0.13,"NA","MAGE family member B17"
14893,"MAGEB4",0,0.07,"NA","MAGE family member B4"
14894,"MAGEE2",0,0.06,"NA","MAGE family member E2"
14895,"MAGOH",0,-0.9,"NA","mago homolog"
14896,"MAGOHB",0,0.095,"NA","mago homolog B"
14897,"MAGT1",0,-0.055,"NA","magnesium transporter 1"
14898,"MAK",0,-0.03,"Kinase","male germ cell associated kinase"
14899,"MALT1",0,0.1,"NA","MALT1 paracaspase"
14900,"MAML3",0,0.16,"ChroRemod","mastermind like transcriptional coactivator 3"
14901,"MAN1C1",0,-0.105,"NA","mannosidase alpha class 1C member 1"
14902,"MAN2B2",0,0.105,"NA","mannosidase alpha class 2B member 2"
14903,"MANBAL",0,-0.15,"NA","mannosidase beta like"
14904,"MANEA",0,0.085,"NA","mannosidase endo-alpha"
14905,"MANSC4",0,-0.12,"NA","MANSC domain containing 4"
14906,"MAP1S",0,-0.055,"NA","microtubule associated protein 1S"
14907,"MAP2",0,0.045,"NA","microtubule associated protein 2"
14908,"MAP2K2",0,-0.145,"Kinase","mitogen-activated protein kinase kinase 2"
14909,"MAP2K3",0,0.04,"Kinase","mitogen-activated protein kinase kinase 3"
14910,"MAP3K11",0,-0.365,"Kinase","mitogen-activated protein kinase kinase kinase 11"
14911,"MAP3K2",0,-0.115,"Kinase","mitogen-activated protein kinase kinase kinase 2"
14912,"MAP3K3",0,-0.17,"Kinase","mitogen-activated protein kinase kinase kinase 3"
14913,"MAP3K8",0,0.04,"Kinase","mitogen-activated protein kinase kinase kinase 8"
14914,"MAP4K1",0,0.055,"Kinase","mitogen-activated protein kinase kinase kinase kinase 1"
14915,"MAP6D1",0,-0.08,"NA","MAP6 domain containing 1"
14916,"MAP7D2",0,0.055,"NA","MAP7 domain containing 2"
14917,"MAPK13",0,-0.1,"Kinase","mitogen-activated protein kinase 13"
