id,num,neg|score,neg|p-value,neg|fdr,neg|rank,neg|goodsgrna,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna
Slc7a3,4,0.6728,0.80208,1.0,15923,1,0.40993,1.0,8244,1
Tmcc1,4,0.67284,0.80211,1.0,15924,1,0.7097,1.0,14257,1
Cobll1,4,0.67287,0.80213,1.0,15925,2,0.72431,1.0,14552,0
SGR000122030.1_XPR003.1,1,0.67291,0.67301,1.0,15926,0,0.32726,1.0,8872,0
Fam174b,4,0.67295,0.8022,1.0,15927,1,0.49773,1.0,10055,1
Pou4f2,4,0.67297,0.80221,1.0,15928,2,0.87465,1.0,17544,0
SGR000122344.1_XPR003.1,1,0.67317,0.67327,1.0,15929,0,0.327,1.0,8868,0
Tmem176a,4,0.67321,0.80241,1.0,15930,2,0.23111,0.986463,4742,1
Specc1l,4,0.67327,0.80245,1.0,15931,2,0.56148,1.0,11350,1
Ormdl2,4,0.67341,0.80255,1.0,15932,1,0.3275,1.0,6610,1
Mgst3,4,0.67346,0.80259,1.0,15933,1,0.67521,1.0,13583,1
Rragc,4,0.67346,0.80259,1.0,15934,2,0.899,1.0,18039,0
Klhl8,4,0.67352,0.80264,1.0,15935,1,0.13148,0.957053,2753,1
Mfsd4,4,0.67358,0.80268,1.0,15936,1,0.39484,1.0,7970,1
Clec2e,4,0.67367,0.80275,1.0,15937,2,0.52905,1.0,10712,1
Brsk2,4,0.67367,0.80275,1.0,15938,1,0.38985,1.0,7880,2
Ccl17,4,0.6737,0.80277,1.0,15939,1,0.23446,0.986589,4814,1
Yes1,4,0.67375,0.80281,1.0,15940,1,0.075625,0.93812,1615,3
Olfr76,4,0.67375,0.80281,1.0,15941,2,0.83263,1.0,16684,0
SGR000121873.1_XPR003.1,1,0.6738,0.67387,1.0,15942,0,0.32636,1.0,8861,0
Fut8,4,0.67384,0.80289,1.0,15943,2,0.14919,0.964487,3114,2
C1qtnf6,4,0.67384,0.80289,1.0,15944,2,0.64095,1.0,12874,1
Stx1b,4,0.67395,0.80297,1.0,15945,1,0.70705,1.0,14201,1
Sec24c,4,0.67401,0.80301,1.0,15946,2,0.91943,1.0,18458,0
Cela1,4,0.67406,0.80306,1.0,15947,1,0.71443,1.0,14358,0
Serpine2,4,0.67409,0.80309,1.0,15948,2,0.68142,1.0,13679,1
SGR000122161.1_XPR003.1,1,0.67413,0.67418,1.0,15949,0,0.32605,1.0,8857,0
SGR000122231.1_XPR003.1,1,0.6742,0.67427,1.0,15950,0,0.32597,1.0,8854,0
Cnbd2,4,0.67433,0.80327,1.0,15951,1,0.65777,1.0,13210,1
Tspan17,4,0.67435,0.80329,1.0,15952,2,0.38558,1.0,7789,2
Fut9,4,0.67438,0.80331,1.0,15953,2,0.68796,1.0,13796,1
Atox1,4,0.67438,0.80331,1.0,15954,2,0.76139,1.0,15288,0
Gm5771,4,0.67441,0.80334,1.0,15955,2,0.21316,0.98265,4388,1
BC107364,4,0.67446,0.80338,1.0,15956,1,0.17826,0.971739,3701,1
Zfp580,4,0.67451,0.80341,1.0,15957,2,0.11424,0.957053,2401,2
Stbd1,4,0.67455,0.80344,1.0,15958,1,0.077497,0.939834,1652,2
Card10,4,0.67457,0.80346,1.0,15959,2,0.49664,1.0,10034,1
AI429214,4,0.67459,0.80348,1.0,15960,1,0.034775,0.916654,730,1
Odf3b,4,0.67459,0.80348,1.0,15961,2,0.28954,0.998549,5880,2
2010107G12Rik,4,0.67459,0.80348,1.0,15962,2,0.21331,0.98265,4390,2
Gpr156,4,0.67464,0.80352,1.0,15963,2,0.28268,0.995483,5756,2
Rhag,4,0.67465,0.80352,1.0,15964,1,0.082608,0.940788,1763,3
C1s1,4,0.67466,0.80354,1.0,15965,2,0.53268,1.0,10773,1
Acox1,4,0.67473,0.80361,1.0,15966,2,0.51921,1.0,10513,1
Kcnk10,4,0.67474,0.80361,1.0,15967,2,0.22946,0.985109,4716,2
Lrfn3,4,0.67489,0.80372,1.0,15968,2,0.1712,0.97058,3548,2
Gm6164,2,0.67495,0.67964,1.0,15969,1,0.38259,1.0,9464,1
SGR000122325.1_XPR003.1,1,0.67496,0.675,1.0,15970,0,0.32522,1.0,8847,0
Grk5,4,0.67501,0.80382,1.0,15971,2,0.1079,0.957053,2274,2
Olfr591,4,0.67504,0.80385,1.0,15972,2,0.93143,1.0,18719,0
Col11a2,4,0.67514,0.80393,1.0,15973,2,0.15156,0.96522,3160,2
Hmgb3,4,0.67548,0.8042,1.0,15974,2,0.72403,1.0,14546,0
Agbl4,4,0.6756,0.80429,1.0,15975,2,0.22512,0.985109,4622,2
Gm12789,4,0.6757,0.80437,1.0,15976,2,0.83271,1.0,16687,0
Ms4a5,4,0.67578,0.80442,1.0,15977,2,0.68784,1.0,13794,1
Agtpbp1,4,0.67581,0.80445,1.0,15978,2,0.42858,1.0,8596,1
Olfr169,4,0.67581,0.80445,1.0,15979,2,0.18326,0.973225,3795,2
Glul,4,0.67592,0.80454,1.0,15980,2,0.61369,1.0,12388,1
9530068E07Rik,4,0.67594,0.80455,1.0,15981,2,0.53609,1.0,10847,1
Fam83d,4,0.67602,0.80461,1.0,15982,2,0.89703,1.0,17990,0
Apbb3,4,0.67609,0.80466,1.0,15983,1,0.031389,0.916654,664,3
Ubald2,4,0.67609,0.80466,1.0,15984,1,0.77915,1.0,15638,0
Rell1,4,0.67609,0.80466,1.0,15985,2,0.24891,0.986906,5105,1
Prdx2,4,0.67609,0.80466,1.0,15986,1,0.51343,1.0,10393,1
Sh2b1,4,0.67609,0.80466,1.0,15987,1,0.65575,1.0,13162,1
Rnf24,4,0.67609,0.80466,1.0,15988,1,0.23447,0.986589,4815,2
Cib2,4,0.67609,0.80466,1.0,15989,1,0.1451,0.964487,3023,2
Npc1,4,0.67609,0.80466,1.0,15990,1,0.11117,0.957053,2334,3
Lrrc32,4,0.67609,0.80466,1.0,15991,1,0.43671,1.0,8778,1
Mfi2,4,0.67609,0.80466,1.0,15992,1,0.083673,0.942085,1781,3
SGR000121788.1_XPR003.1,1,0.67622,0.67626,1.0,15993,0,0.32393,1.0,8835,0
Fbxw8,4,0.67644,0.80493,1.0,15994,2,0.25835,0.989188,5292,2
Wnt11,4,0.67648,0.80497,1.0,15995,2,0.09986,0.94811,2119,2
Stk39,4,0.67656,0.80504,1.0,15996,2,0.1562,0.965476,3254,2
Clu,4,0.67661,0.80507,1.0,15997,2,0.16683,0.97058,3459,2
Dennd4a,4,0.67666,0.80511,1.0,15998,2,0.16807,0.97058,3486,2
Klhl32,4,0.67666,0.80511,1.0,15999,2,0.63127,1.0,12714,1
SGR000121514.1_XPR003.1,1,0.67667,0.6767,1.0,16000,0,0.32346,1.0,8829,0
Armcx5,4,0.67683,0.80525,1.0,16001,2,0.66785,1.0,13437,1
Gm6588,4,0.67698,0.80536,1.0,16002,2,0.33891,1.0,6832,2
Cyp46a1,4,0.67701,0.80539,1.0,16003,2,0.43992,1.0,8843,1
Art4,4,0.67713,0.80547,1.0,16004,2,0.22554,0.985109,4630,1
Mal,4,0.67721,0.80554,1.0,16005,2,0.49213,1.0,9947,1
Mycbp2,4,0.67728,0.8056,1.0,16006,1,0.21146,0.981903,4352,1
Ripk3,4,0.67732,0.80563,1.0,16007,1,0.1459,0.964487,3042,2
Sobp,4,0.67738,0.80568,1.0,16008,2,0.31724,1.0,6414,2
Rbbp7,4,0.6774,0.80569,1.0,16009,2,0.40456,1.0,8152,2
Iah1,4,0.67746,0.80573,1.0,16010,1,0.05866,0.922845,1266,1
Fbxw24,4,0.6775,0.80576,1.0,16011,2,0.56698,1.0,11456,1
Alg10b,4,0.67755,0.80582,1.0,16012,2,0.70954,1.0,14251,1
Kif21a,4,0.67757,0.80583,1.0,16013,2,0.87357,1.0,17511,0
Olfr1499,4,0.67758,0.80584,1.0,16014,1,0.71562,1.0,14379,0
Cdnf,4,0.67766,0.8059,1.0,16015,1,0.30885,1.0,6237,2
Scnn1a,4,0.67771,0.80593,1.0,16016,2,0.20028,0.977365,4134,2
Zfp455,4,0.67775,0.80597,1.0,16017,2,0.89877,1.0,18033,0
Large,4,0.6778,0.80601,1.0,16018,2,0.42867,1.0,8598,1
SGR000122135.1_XPR003.1,1,0.67783,0.67786,1.0,16019,0,0.32225,1.0,8818,0
H2-Q10,4,0.67784,0.80604,1.0,16020,2,0.24224,0.986906,4962,2
Trim36,4,0.67787,0.80607,1.0,16021,1,0.61159,1.0,12334,1
Fkbp3,4,0.67801,0.80618,1.0,16022,2,0.79559,1.0,15937,0
Tmem95,4,0.67809,0.80624,1.0,16023,2,0.42286,1.0,8489,1
Plac1,4,0.67816,0.80629,1.0,16024,2,0.1733,0.97058,3593,1
Psapl1,4,0.67825,0.80636,1.0,16025,2,0.35901,1.0,7229,2
Ap3b2,4,0.67831,0.8064,1.0,16026,2,0.30772,1.0,6214,2
Prap1,4,0.67835,0.80643,1.0,16027,1,0.54715,1.0,11062,1
Ascl3,4,0.67842,0.80648,1.0,16028,2,0.34596,1.0,6969,2
Fbxw20,4,0.67846,0.80651,1.0,16029,2,0.85628,1.0,17132,0
Scyl3,4,0.6785,0.80655,1.0,16030,2,0.7205,1.0,14478,0
Dgat1,4,0.6786,0.80662,1.0,16031,1,0.55748,1.0,11276,1
Atoh8,4,0.67866,0.80666,1.0,16032,2,0.52821,1.0,10694,1
Ddr2,4,0.67878,0.80678,1.0,16033,1,0.2758,0.992752,5625,2
Olfr1257,4,0.67878,0.80678,1.0,16034,2,0.72662,1.0,14613,0
Tmem63b,4,0.6788,0.80679,1.0,16035,2,0.15511,0.965476,3233,1
Asb8,4,0.67888,0.80686,1.0,16036,1,0.037459,0.916654,794,3
Met,4,0.6789,0.80687,1.0,16037,2,0.036937,0.916654,780,2
Daam2,4,0.67892,0.80688,1.0,16038,2,0.14965,0.96522,3119,1
Zfp748,4,0.67896,0.80692,1.0,16039,2,0.43053,1.0,8639,1
B230217C12Rik,4,0.67897,0.80692,1.0,16040,1,0.25292,0.987088,5194,2
Shpk,4,0.67902,0.80697,1.0,16041,2,0.1147,0.957053,2414,2
Acot6,4,0.67925,0.80713,1.0,16042,1,0.12533,0.957053,2632,3
SGR000121829.1_XPR003.1,1,0.67926,0.67929,1.0,16043,0,0.32086,1.0,8803,0
Olfr136,4,0.67928,0.80716,1.0,16044,2,0.2833,0.995774,5766,2
Olfr740,4,0.67932,0.80719,1.0,16045,1,0.64611,1.0,12981,1
Akip1,4,0.67936,0.80722,1.0,16046,2,0.76498,1.0,15361,0
Rrp1b,4,0.67936,0.80722,1.0,16047,2,0.32958,1.0,6648,1
Pik3r2,4,0.67936,0.80722,1.0,16048,2,0.2919,0.999517,5927,2
Umod,4,0.67949,0.80732,1.0,16049,1,0.35586,1.0,7168,2
Vmn2r1,4,0.67956,0.80737,1.0,16050,1,0.40819,1.0,8211,1
St8sia2,4,0.67966,0.80745,1.0,16051,2,0.19541,0.975144,4041,2
Rdh8,4,0.67969,0.80747,1.0,16052,1,0.030267,0.916654,637,3
Cracr2a,4,0.67973,0.80751,1.0,16053,2,0.17397,0.97058,3608,2
Il15ra,4,0.67988,0.80761,1.0,16054,1,0.74916,1.0,15066,0
Gm4980,4,0.67991,0.80763,1.0,16055,2,0.76555,1.0,15370,0
SGR000121681.1_XPR003.1,1,0.67996,0.67996,1.0,16056,0,0.32015,1.0,8795,0
Pitx1,4,0.68008,0.80776,1.0,16057,1,0.19449,0.975144,4019,2
Ttll13,4,0.68013,0.80781,1.0,16058,2,0.56963,1.0,11498,1
Krtcap2,4,0.68015,0.80782,1.0,16059,2,0.61098,1.0,12320,1
Ccdc167,4,0.68019,0.80786,1.0,16060,1,0.70958,1.0,14252,1
Aspg,4,0.68032,0.80794,1.0,16061,2,0.61854,1.0,12478,1
N4bp1,4,0.68038,0.808,1.0,16062,1,0.57286,1.0,11569,1
Gm1110,4,0.68041,0.80803,1.0,16063,2,0.11741,0.957053,2463,2
SGR000121423.1_XPR003.1,1,0.68048,0.68051,1.0,16064,0,0.31963,1.0,8789,0
Nr2f6,4,0.68051,0.8081,1.0,16065,1,0.25203,0.987088,5173,1
Tmbim7,4,0.68051,0.8081,1.0,16066,1,0.26575,0.989216,5440,2
Vmn1r113,4,0.68059,0.80817,1.0,16067,2,0.77632,1.0,15588,0
Pcif1,4,0.6807,0.80824,1.0,16068,2,0.33333,1.0,6723,2
Mycl,4,0.6807,0.80824,1.0,16069,2,0.79148,1.0,15865,0
Bicd2,4,0.6807,0.80824,1.0,16070,2,0.40828,1.0,8213,2
1110032F04Rik,4,0.68076,0.80829,1.0,16071,2,0.46853,1.0,9436,1
Gjb2,4,0.68079,0.80831,1.0,16072,2,0.49701,1.0,10039,1
Acy3,4,0.68079,0.80831,1.0,16073,2,0.72543,1.0,14587,0
Pvrl1,4,0.68083,0.80833,1.0,16074,2,0.40715,1.0,8198,2
Notch1,4,0.68083,0.80833,1.0,16075,2,0.67021,1.0,13480,1
Nomo1,4,0.68085,0.80835,1.0,16076,1,0.6476,1.0,13011,1
Arid1b,4,0.68085,0.80835,1.0,16077,1,0.41435,1.0,8338,2
Tnfrsf19,4,0.68087,0.80837,1.0,16078,2,0.31444,1.0,6345,1
Pde1b,4,0.68087,0.80837,1.0,16079,2,0.35541,1.0,7157,1
Trf,4,0.68109,0.80853,1.0,16080,2,0.39026,1.0,7888,1
Epb4.1l2,4,0.68122,0.80863,1.0,16081,1,0.15035,0.96522,3129,2
Fcer1a,4,0.68126,0.80866,1.0,16082,1,0.095383,0.947412,2024,3
Rasgef1a,4,0.68135,0.80873,1.0,16083,2,0.86632,1.0,17344,0
Vps41,4,0.68146,0.80881,1.0,16084,2,0.48345,1.0,9758,1
Tmem220,4,0.6815,0.80884,1.0,16085,2,0.4982,1.0,10067,1
Pcdha7,4,0.6815,0.80884,1.0,16086,2,0.82786,1.0,16588,0
Hlx,4,0.68154,0.80888,1.0,16087,2,0.10563,0.95677,2221,2
Cadps2,4,0.68159,0.80891,1.0,16088,2,0.51905,1.0,10508,1
Htr5a,4,0.68163,0.80896,1.0,16089,1,0.50141,1.0,10132,1
Rit1,4,0.68168,0.80899,1.0,16090,2,0.82225,1.0,16469,0
Defb25,4,0.6817,0.809,1.0,16091,2,0.90869,1.0,18225,0
Bcl7b,4,0.68182,0.80911,1.0,16092,2,0.54712,1.0,11061,1
Adamtsl2,4,0.68182,0.80911,1.0,16093,2,0.021584,0.907963,471,2
Tmem261,4,0.68196,0.80922,1.0,16094,2,0.26934,0.98953,5509,2
SGR000121594.1_XPR003.1,1,0.68203,0.68208,1.0,16095,0,0.31807,1.0,8772,0
SGR000122376.1_XPR003.1,1,0.68205,0.68211,1.0,16096,0,0.31805,1.0,8770,0
Ndufs7,4,0.68212,0.80933,1.0,16097,2,0.82278,1.0,16484,0
Cldn11,4,0.68212,0.80933,1.0,16098,2,0.38584,1.0,7798,2
Adamts1,4,0.6822,0.8094,1.0,16099,2,0.67435,1.0,13561,1
Hivep1,4,0.68225,0.80944,1.0,16100,2,0.35207,1.0,7092,2
Rps6ka3,4,0.68229,0.80947,1.0,16101,2,0.20347,0.980928,4189,1
BC048562,4,0.68245,0.8096,1.0,16102,1,0.52164,1.0,10556,1
Trmt11,4,0.68252,0.80966,1.0,16103,2,0.42461,1.0,8526,1
AA415398,4,0.68252,0.80966,1.0,16104,2,0.54987,1.0,11126,1
Rab32,4,0.68257,0.8097,1.0,16105,2,0.10441,0.953765,2208,1
Cpsf2,4,0.68261,0.80974,1.0,16106,2,0.7773,1.0,15608,0
Olfr521,4,0.68268,0.8098,1.0,16107,1,0.28388,0.995774,5776,2
Col9a3,4,0.68268,0.8098,1.0,16108,1,0.0098754,0.905595,205,3
Anapc7,4,0.68268,0.8098,1.0,16109,1,0.46202,1.0,9294,1
Pcgf3,4,0.68268,0.8098,1.0,16110,1,0.047393,0.916654,1019,3
Otoa,4,0.68268,0.8098,1.0,16111,1,0.28472,0.995774,5795,2
Bend3,4,0.68268,0.8098,1.0,16112,1,0.4329,1.0,8691,1
Nme2,4,0.68268,0.8098,1.0,16113,1,0.41205,1.0,8290,2
Agpat9,4,0.68268,0.8098,1.0,16114,1,0.25785,0.98893,5286,2
Galm,4,0.68268,0.8098,1.0,16115,1,0.029608,0.916654,627,3
Pik3c2b,4,0.68268,0.8098,1.0,16116,1,0.49792,1.0,10060,1
Olfr120,4,0.68268,0.8098,1.0,16117,1,0.37855,1.0,7650,2
Olfr1532-ps1,4,0.68274,0.80984,1.0,16118,2,0.80039,1.0,16030,0
Mavs,4,0.68277,0.80986,1.0,16119,2,0.14744,0.964487,3075,2
Dxo,4,0.68311,0.81014,1.0,16120,2,0.48499,1.0,9791,1
Esrp2,4,0.68318,0.81019,1.0,16121,2,0.83062,1.0,16636,0
Dusp7,4,0.68351,0.81045,1.0,16122,2,0.37605,1.0,7599,2
Vcl,4,0.68353,0.81047,1.0,16123,2,0.59749,1.0,12071,1
Lce3b,4,0.68365,0.81055,1.0,16124,2,0.65604,1.0,13170,1
Fem1a,4,0.68368,0.81058,1.0,16125,2,0.6897,1.0,13830,1
Nfatc1,4,0.68373,0.81062,1.0,16126,2,0.17406,0.97058,3612,2
SGR000122143.1_XPR003.1,1,0.68375,0.68384,1.0,16127,0,0.31637,1.0,8753,0
Tm9sf3,4,0.68384,0.8107,1.0,16128,2,0.73895,1.0,14859,0
H2-Ab1,4,0.68389,0.81074,1.0,16129,2,0.10641,0.95677,2241,2
Cttnbp2,4,0.68391,0.81076,1.0,16130,2,0.59668,1.0,12048,1
Slc6a18,4,0.68402,0.81085,1.0,16131,1,0.72509,1.0,14573,0
Ifi30,4,0.68405,0.81086,1.0,16132,2,0.69206,1.0,13874,1
Mkl2,4,0.68416,0.81096,1.0,16133,2,0.88209,1.0,17683,0
Slc13a5,4,0.68417,0.81096,1.0,16134,1,0.81943,1.0,16416,0
Tnnt2,4,0.68439,0.81113,1.0,16135,2,0.80284,1.0,16086,0
Pnp2,4,0.68443,0.81115,1.0,16136,1,0.60271,1.0,12167,1
Igsf8,4,0.68443,0.81115,1.0,16137,2,0.67294,1.0,13531,1
Olfr1057,4,0.68445,0.81117,1.0,16138,2,0.8322,1.0,16677,0
Kdm4c,4,0.68447,0.81119,1.0,16139,2,0.46913,1.0,9449,1
Cyfip2,4,0.6845,0.81121,1.0,16140,1,0.069353,0.927017,1486,2
Fam114a2,4,0.68459,0.81128,1.0,16141,1,0.0099894,0.905595,206,2
Fat2,4,0.68467,0.81133,1.0,16142,2,0.89783,1.0,18008,0
Ces2f,4,0.68473,0.81139,1.0,16143,1,0.39388,1.0,7949,2
Pet100,4,0.68475,0.8114,1.0,16144,2,0.74221,1.0,14924,0
Srpx2,4,0.68487,0.8115,1.0,16145,1,0.16415,0.97058,3407,2
Hoxc11,4,0.68501,0.8116,1.0,16146,1,0.64486,1.0,12955,1
Mboat7,4,0.68502,0.8116,1.0,16147,2,0.24635,0.986906,5057,2
Fry,4,0.68508,0.81166,1.0,16148,2,0.095266,0.947412,2022,2
Lce3a,4,0.68508,0.81166,1.0,16149,2,0.47667,1.0,9610,1
Vmn1r169,4,0.6851,0.81167,1.0,16150,1,0.20305,0.980928,4181,2
Fbxo47,4,0.68524,0.81179,1.0,16151,1,0.16009,0.96741,3332,2
Gbp8,4,0.68543,0.81195,1.0,16152,1,0.58636,1.0,11846,1
Gid4,4,0.68547,0.81198,1.0,16153,2,0.74522,1.0,14987,0
Tbkbp1,4,0.68547,0.81198,1.0,16154,2,0.65056,1.0,13065,1
Gm5458,4,0.68547,0.81198,1.0,16155,2,0.60911,1.0,12283,1
SGR000121505.1_XPR003.1,1,0.6857,0.68572,1.0,16156,0,0.31441,1.0,8730,0
Armcx3,4,0.68583,0.81226,1.0,16157,2,0.26879,0.98953,5498,2
Olfr869,4,0.68588,0.81231,1.0,16158,2,0.62993,1.0,12686,1
Tm7sf3,4,0.68594,0.81235,1.0,16159,2,0.86861,1.0,17394,0
Vmn2r66,4,0.68599,0.8124,1.0,16160,2,0.22342,0.985001,4589,1
Odf2l,4,0.68602,0.81242,1.0,16161,2,0.62901,1.0,12673,1
Rnase9,4,0.68605,0.81244,1.0,16162,2,0.60124,1.0,12139,1
Dcp2,4,0.68609,0.81248,1.0,16163,1,0.15724,0.965548,3278,1
Gm5464,4,0.68621,0.81258,1.0,16164,2,0.35257,1.0,7100,1
Aim2,4,0.68631,0.81265,1.0,16165,2,0.32557,1.0,6568,1
A4gnt,4,0.68636,0.81269,1.0,16166,1,0.4039,1.0,8140,2
Papolb,4,0.68641,0.81273,1.0,16167,1,0.019322,0.905595,420,3
Mdh1,4,0.68645,0.81275,1.0,16168,2,0.30122,1.0,6088,2
Sash1,4,0.68649,0.8128,1.0,16169,2,0.63937,1.0,12842,1
Ropn1l,4,0.68654,0.81283,1.0,16170,1,0.42578,1.0,8546,1
Lce1i,4,0.68665,0.81292,1.0,16171,2,0.29949,1.0,6059,1
Akap6,4,0.68665,0.81292,1.0,16172,1,0.14181,0.959132,2973,2
Sprn,4,0.68668,0.81295,1.0,16173,2,0.40549,1.0,8167,2
Gsc2,4,0.68671,0.81298,1.0,16174,2,0.82274,1.0,16482,0
SGR000122014.1_XPR003.1,1,0.68681,0.68681,1.0,16175,0,0.3133,1.0,8716,0
Tmem38b,4,0.68688,0.81311,1.0,16176,2,0.71347,1.0,14337,1
Ppard,4,0.6869,0.81313,1.0,16177,1,0.3331,1.0,6718,1
Arpc1a,4,0.6871,0.81328,1.0,16178,2,0.49549,1.0,10017,1
B4galt5,4,0.6871,0.81328,1.0,16179,1,0.66196,1.0,13303,1
Cblb,4,0.68721,0.81336,1.0,16180,1,0.58904,1.0,11897,1
Olfr1447,4,0.68723,0.81338,1.0,16181,2,0.24694,0.986906,5067,2
Olfr1451,4,0.68726,0.8134,1.0,16182,2,0.4028,1.0,8120,2
Pm20d1,4,0.68728,0.81342,1.0,16183,2,0.26563,0.989216,5436,1
SGR000121551.1_XPR003.1,1,0.68753,0.68753,1.0,16184,0,0.31257,1.0,8707,0
Wbscr27,4,0.68855,0.81391,1.0,16185,1,0.67415,1.0,13556,1
Vmn2r35,4,0.68855,0.81391,1.0,16186,1,0.080428,0.940176,1713,3
AY761184,4,0.68855,0.81391,1.0,16187,1,0.2175,0.983876,4471,2
Lzts2,4,0.68855,0.81391,1.0,16188,1,0.45278,1.0,9104,1
SGR000122174.1_XPR003.1,1,0.68868,0.68873,1.0,16189,0,0.31141,1.0,8697,0
Muc5ac,4,0.6897,0.81427,1.0,16190,1,0.28911,0.998238,5872,2
Mbnl1,4,0.68978,0.8143,1.0,16191,1,0.039889,0.916654,840,2
BC061212,4,0.68978,0.8143,1.0,16192,1,0.47315,1.0,9536,1
Dhh,4,0.68985,0.81432,1.0,16193,1,0.034703,0.916654,729,3
Zcchc2,4,0.69005,0.81438,1.0,16194,1,0.025379,0.916654,542,3
Tmem212,4,0.69014,0.8144,1.0,16195,1,0.027517,0.916654,581,2
Tex12,4,0.69025,0.81443,1.0,16196,1,0.51708,1.0,10466,1
Olfr980,4,0.69084,0.81461,1.0,16197,1,0.41435,1.0,8339,1
Nppc,4,0.69107,0.81468,1.0,16198,1,0.41205,1.0,8292,2
Cdc42ep1,4,0.69161,0.81484,1.0,16199,1,0.16087,0.968779,3342,2
Rhov,4,0.69185,0.8149,1.0,16200,1,0.13093,0.957053,2741,2
Camk4,4,0.69193,0.81493,1.0,16201,1,0.49549,1.0,10016,1
Dnah6,4,0.69197,0.81495,1.0,16202,1,0.098765,0.94811,2095,2
SGR000121422.1_XPR003.1,1,0.69197,0.692,1.0,16203,0,0.30802,1.0,8658,0
Fam188b,4,0.69203,0.81496,1.0,16204,1,0.57488,1.0,11614,1
Sez6l,4,0.69222,0.81502,1.0,16205,1,0.11252,0.957053,2361,2
Vmn2r100,4,0.69226,0.81503,1.0,16206,1,0.41802,1.0,8410,2
Bean1,4,0.69234,0.81506,1.0,16207,1,0.80065,1.0,16035,0
SGR000122142.1_XPR003.1,1,0.69241,0.69245,1.0,16208,0,0.30759,1.0,8650,0
SGR000121902.1_XPR003.1,1,0.69297,0.69301,1.0,16209,0,0.30702,1.0,8645,0
Olfr446,4,0.69366,0.81548,1.0,16210,1,0.046304,0.916654,991,2
Cecr2,4,0.69366,0.81548,1.0,16211,1,0.80248,1.0,16075,0
P4hb,4,0.69366,0.81548,1.0,16212,1,0.17215,0.97058,3562,2
Cd200r3,4,0.69366,0.81548,1.0,16213,1,0.756,1.0,15194,0
Wnt7b,4,0.69366,0.81548,1.0,16214,1,0.76329,1.0,15324,0
Olfr1205,4,0.69366,0.81548,1.0,16215,1,0.28521,0.995774,5805,2
Ugt1a6a,4,0.69366,0.81548,1.0,16216,1,0.76851,1.0,15433,0
Sdc4,4,0.69366,0.81548,1.0,16217,1,0.1314,0.957053,2751,3
SGR000121543.1_XPR003.1,1,0.69443,0.69448,1.0,16218,0,0.30555,1.0,8633,0
Cdca4,4,0.69484,0.81582,1.0,16219,1,0.1824,0.973225,3780,2
Mycbpap,4,0.6951,0.8159,1.0,16220,1,0.029321,0.916654,619,3
C1rb,4,0.6951,0.8159,1.0,16221,1,0.20656,0.980928,4246,2
SGR000121449.1_XPR003.1,1,0.69511,0.69518,1.0,16222,0,0.30489,1.0,8624,0
SGR000121532.1_XPR003.1,1,0.69519,0.69526,1.0,16223,0,0.3048,1.0,8622,0
SGR000121995.1_XPR003.1,1,0.69544,0.6955,1.0,16224,0,0.30454,1.0,8617,0
Birc7,4,0.69544,0.81599,1.0,16225,1,0.17278,0.97058,3582,2
Gfra2,4,0.69544,0.81599,1.0,16226,1,0.28185,0.995318,5740,1
Ccdc154,4,0.69557,0.81603,1.0,16227,1,0.74509,1.0,14984,0
Slc14a1,4,0.69577,0.8161,1.0,16228,1,0.16923,0.97058,3510,2
Olfr1026,4,0.69582,0.81612,1.0,16229,1,0.49223,1.0,9950,1
Olfr513,4,0.69625,0.81623,1.0,16230,1,0.29059,0.998913,5902,2
SGR000121490.1_XPR003.1,1,0.69627,0.69631,1.0,16231,0,0.30366,1.0,8611,0
Arap1,4,0.69628,0.81624,1.0,16232,1,0.31886,1.0,6445,2
Uck2,4,0.69634,0.81626,1.0,16233,1,0.10179,0.950408,2158,3
Defb42,4,0.69641,0.81628,1.0,16234,1,0.20154,0.979406,4154,2
Slc25a25,4,0.69648,0.81629,1.0,16235,1,0.58804,1.0,11874,1
SGR000122162.1_XPR003.1,1,0.69658,0.69663,1.0,16236,0,0.30338,1.0,8607,0
Foxk2,4,0.69672,0.81636,1.0,16237,1,0.19605,0.975144,4055,2
4930415O20Rik,4,0.69679,0.81638,1.0,16238,1,0.28606,0.99578,5823,2
Siah3,4,0.69679,0.81638,1.0,16239,1,0.22369,0.985001,4594,2
Drc7,4,0.69687,0.81641,1.0,16240,1,0.39616,1.0,7995,2
Zfp365,4,0.69705,0.81646,1.0,16241,1,0.32083,1.0,6492,1
Psg16,4,0.69717,0.81649,1.0,16242,1,0.056436,0.919894,1216,1
SGR000121808.1_XPR003.1,1,0.69719,0.69725,1.0,16243,0,0.30276,1.0,8600,0
Cpn1,4,0.69752,0.81661,1.0,16244,1,0.16974,0.97058,3518,2
Rhox10,4,0.69758,0.81662,1.0,16245,1,0.60149,1.0,12142,1
Gm5460,4,0.69772,0.81667,1.0,16246,1,0.47611,1.0,9599,1
SGR000121587.1_XPR003.1,1,0.69786,0.69793,1.0,16247,0,0.30212,1.0,8594,0
Scrn3,4,0.69861,0.81694,1.0,16248,1,0.26907,0.98953,5503,2
Ypel5,4,0.69861,0.81694,1.0,16249,1,0.68369,1.0,13718,1
Dlg1,4,0.69861,0.81694,1.0,16250,1,0.52698,1.0,10670,1
Zfp874a,4,0.69861,0.81694,1.0,16251,1,0.76959,1.0,15451,0
