id,num,neg|score,neg|p-value,neg|fdr,neg|rank,neg|goodsgrna,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna
Mrgprx1,4,0.06787,0.18427,0.907758,4088,2,0.53005,1.0,10730,1
Vmn2r82,4,0.06787,0.18427,0.907758,4089,2,0.74557,1.0,14994,0
Rprml,4,0.06787,0.18427,0.907758,4090,2,0.27485,0.992144,5608,1
Matn1,4,0.06787,0.18427,0.907758,4091,2,0.30619,1.0,6183,1
Mybpc3,4,0.06787,0.18427,0.907758,4092,2,0.74953,1.0,15074,0
Abcc2,4,0.067987,0.18447,0.907758,4093,3,0.5855,1.0,11829,1
Zfp462,4,0.068127,0.18472,0.907758,4094,3,0.80004,1.0,16021,0
Kcna4,4,0.068207,0.18486,0.907758,4095,3,0.56692,1.0,11455,1
Olfr875,4,0.068218,0.18488,0.907758,4096,2,0.38558,1.0,7788,2
Uhrf1bp1l,4,0.068218,0.18488,0.907758,4097,2,0.23665,0.986906,4854,2
Uqcrfs1,4,0.068218,0.18488,0.907758,4098,3,0.79153,1.0,15867,0
Rtn4rl2,4,0.068218,0.18488,0.907758,4099,3,0.77823,1.0,15623,0
Arih2,4,0.068218,0.18488,0.907758,4100,2,0.60393,1.0,12192,1
Btbd6,4,0.068218,0.18488,0.907758,4101,3,0.12899,0.957053,2702,1
Zbtb2,4,0.068218,0.18488,0.907758,4102,3,0.60173,1.0,12146,1
Ndrg1,4,0.06823,0.1849,0.907758,4103,2,0.48974,1.0,9905,1
Sf3a1,4,0.068283,0.18498,0.907758,4104,3,0.93168,1.0,18730,0
Taf12,4,0.068283,0.18498,0.907758,4105,3,0.93168,1.0,18729,0
Cirbp,4,0.068292,0.18499,0.907758,4106,3,0.50756,1.0,10267,1
AW146154,4,0.068369,0.18512,0.907758,4107,3,0.91412,1.0,18346,0
Vmn2r105,4,0.068374,0.18513,0.907758,4108,3,0.86427,1.0,17302,0
Hsd3b3,4,0.068411,0.1852,0.907758,4109,3,0.47095,1.0,9493,1
Ube2a,4,0.068446,0.18526,0.907758,4110,2,0.38644,1.0,7807,1
Dtna,4,0.068446,0.18526,0.907758,4111,2,0.21719,0.983876,4465,1
Crym,4,0.068462,0.18529,0.907758,4112,3,0.29465,1.0,5975,1
Gm10142,4,0.068475,0.18531,0.907758,4113,3,0.56465,1.0,11406,1
Srek1,4,0.068475,0.18531,0.907758,4114,3,0.78031,1.0,15668,0
Vmn1r177,4,0.068518,0.18539,0.907758,4115,2,0.42418,1.0,8518,2
Krtap24-1,4,0.068566,0.18547,0.907758,4116,2,0.84029,1.0,16831,0
Prune2,4,0.068662,0.18564,0.907758,4117,1,0.27697,0.99333,5646,2
Adam9,4,0.06871,0.18573,0.907758,4118,2,0.48808,1.0,9866,1
Vmn1r234,4,0.068806,0.18589,0.907758,4119,3,0.8414,1.0,16853,0
Cdh3,4,0.068947,0.18611,0.907758,4120,3,0.42989,1.0,8627,1
Nfx1,4,0.06897,0.18614,0.907758,4121,3,0.066274,0.927017,1424,1
Olfr506,4,0.06897,0.18614,0.907758,4122,3,0.47105,1.0,9497,1
Cenpm,4,0.06897,0.18614,0.907758,4123,3,0.92575,1.0,18594,0
B3gnt6,4,0.06897,0.18614,0.907758,4124,3,0.83698,1.0,16766,0
Srd5a1,4,0.06897,0.18614,0.907758,4125,3,0.70266,1.0,14118,1
Arhgef18,4,0.06897,0.18614,0.907758,4126,3,0.66626,1.0,13408,1
Rfpl4b,4,0.06897,0.18614,0.907758,4127,3,0.31338,1.0,6322,1
5430401F13Rik,4,0.06897,0.18614,0.907758,4128,3,0.8023,1.0,16071,0
Atm,4,0.06897,0.18614,0.907758,4129,3,0.5196,1.0,10519,1
Dhdds,4,0.06897,0.18614,0.907758,4130,3,0.85715,1.0,17152,0
Anapc1,4,0.06897,0.18614,0.907758,4131,3,0.93329,1.0,18769,0
Cyp4f40,4,0.06897,0.18614,0.907758,4132,3,0.5928,1.0,11977,1
Vars,4,0.06897,0.18614,0.907758,4133,3,0.38147,1.0,7705,1
Camsap3,4,0.06897,0.18614,0.907758,4134,3,0.51804,1.0,10484,1
Tfip11,4,0.06897,0.18614,0.907758,4135,3,0.85702,1.0,17150,0
SGR000121675.1_XPR003.1,1,0.069005,0.069038,0.821057,4136,1,0.93114,1.0,18709,0
Epcam,4,0.069142,0.18644,0.907782,4137,1,0.48339,1.0,9756,1
Zfp551,4,0.069142,0.18644,0.907782,4138,3,0.69901,1.0,14030,1
Cep83,4,0.069142,0.18644,0.907782,4139,1,0.12214,0.957053,2564,2
Tprgl,4,0.069142,0.18644,0.907782,4140,2,0.61094,1.0,12318,1
Tubb2a,4,0.069142,0.18644,0.907782,4141,3,0.69002,1.0,13836,1
Ctxn1,4,0.069161,0.18646,0.907782,4142,3,0.8974,1.0,17997,0
Fam134a,4,0.069161,0.18646,0.907782,4143,2,0.46261,1.0,9305,1
1700001P01Rik,4,0.069306,0.1867,0.908754,4144,2,0.14643,0.964487,3052,1
Sec22b,4,0.06941,0.18686,0.909317,4145,3,0.80216,1.0,16069,0
Zbtb26,4,0.069478,0.18697,0.909632,4146,1,0.08208,0.940788,1748,3
Khsrp,4,0.069655,0.18728,0.91086,4147,3,0.40554,1.0,8169,1
SGR000121621.1_XPR003.1,1,0.069669,0.069723,0.821057,4148,1,0.9305,1.0,18700,0
SGR000122358.1_XPR003.1,1,0.069669,0.069723,0.821057,4149,1,0.9305,1.0,18699,0
Cog6,4,0.069685,0.18733,0.91086,4150,3,0.46692,1.0,9397,1
Ceacam10,4,0.069718,0.18739,0.91086,4151,3,0.64948,1.0,13047,1
Krtap4-8,4,0.069724,0.1874,0.91086,4152,3,0.85868,1.0,17182,0
Vmn2r23,4,0.06979,0.1875,0.910925,4153,2,0.30862,1.0,6234,2
Fgf12,4,0.069797,0.18751,0.910925,4154,3,0.79137,1.0,15863,0
Olfr1282,4,0.069853,0.18761,0.910925,4155,3,0.5021,1.0,10143,1
Abcc12,4,0.069894,0.18768,0.910925,4156,3,0.64066,1.0,12869,1
Ranbp9,4,0.070045,0.18794,0.910925,4157,2,0.84204,1.0,16866,0
Acy1,4,0.07022,0.18821,0.910925,4158,3,0.47791,1.0,9641,1
Bnip3,4,0.07022,0.18821,0.910925,4159,3,0.76434,1.0,15346,0
Nemf,4,0.070276,0.1883,0.910925,4160,3,0.80254,1.0,16078,0
Olfr1193,4,0.070427,0.18854,0.910925,4161,3,0.92958,1.0,18684,0
Gm17296,4,0.070509,0.18868,0.910925,4162,2,0.30961,1.0,6249,2
2410015M20Rik,4,0.070509,0.18868,0.910925,4163,3,0.31562,1.0,6376,1
Spg20,4,0.070509,0.18868,0.910925,4164,2,0.69321,1.0,13893,1
Cstf2,4,0.070509,0.18868,0.910925,4165,2,0.7329,1.0,14744,0
3110043O21Rik,4,0.070509,0.18868,0.910925,4166,1,0.61999,1.0,12512,1
Smarcad1,4,0.070509,0.18868,0.910925,4167,1,0.24016,0.986906,4920,2
Trap1,4,0.070509,0.18868,0.910925,4168,1,0.89361,1.0,17911,0
Rbp7,4,0.070509,0.18868,0.910925,4169,1,0.057902,0.921893,1250,2
Tshr,4,0.070509,0.18868,0.910925,4170,3,0.33882,1.0,6829,1
Mfsd5,4,0.070509,0.18868,0.910925,4171,2,0.31053,1.0,6271,2
Stoml2,4,0.070519,0.18869,0.910925,4172,3,0.92113,1.0,18495,0
AY074887,4,0.070519,0.18869,0.910925,4173,2,0.82296,1.0,16489,0
Blnk,4,0.070519,0.18869,0.910925,4174,3,0.70726,1.0,14205,1
Hp1bp3,4,0.070519,0.18869,0.910925,4175,2,0.18872,0.973225,3914,2
Atic,4,0.070519,0.18869,0.910925,4176,3,0.11848,0.957053,2491,1
Slc7a14,4,0.070519,0.18869,0.910925,4177,3,0.24716,0.986906,5075,1
Xpo4,4,0.070519,0.18869,0.910925,4178,2,0.65293,1.0,13115,1
Gpkow,4,0.070519,0.18869,0.910925,4179,2,0.83224,1.0,16678,0
Ptov1,4,0.070519,0.18869,0.910925,4180,3,0.93149,1.0,18720,0
Kncn,4,0.070531,0.18872,0.910925,4181,3,0.87455,1.0,17538,0
Irf1,4,0.07054,0.18873,0.910925,4182,3,0.60058,1.0,12127,1
SGR000122055.1_XPR003.1,1,0.070637,0.070657,0.821057,4183,1,0.92956,1.0,18681,0
Dyrk1a,4,0.070765,0.18909,0.912344,4184,3,0.93436,1.0,18792,0
Rpa1,4,0.070868,0.18926,0.912344,4185,3,0.92916,1.0,18673,0
Rps29,4,0.070868,0.18926,0.912344,4186,3,0.92916,1.0,18674,0
Olfr629,4,0.070878,0.18928,0.912344,4187,3,0.91326,1.0,18331,0
Smok2b,4,0.070891,0.1893,0.912344,4188,3,0.81381,1.0,16308,0
Casz1,4,0.070917,0.18934,0.912344,4189,3,0.7674,1.0,15404,0
Ddx28,4,0.070917,0.18934,0.912344,4190,3,0.44052,1.0,8852,1
Kbtbd7,4,0.071021,0.18952,0.91302,4191,3,0.50198,1.0,10142,1
Cd86,4,0.071111,0.18967,0.913412,4192,3,0.26728,0.98953,5470,1
1600002H07Rik,4,0.071166,0.18976,0.913412,4193,3,0.74116,1.0,14902,0
Zfp948,4,0.071201,0.18981,0.913412,4194,3,0.57952,1.0,11708,1
Wdr95,4,0.071243,0.18989,0.913412,4195,2,0.86891,1.0,17402,0
Zfp318,4,0.071252,0.1899,0.913412,4196,3,0.077772,0.939834,1657,1
Mthfd2,4,0.071347,0.19007,0.913412,4197,1,0.14251,0.96113,2983,2
Orm3,4,0.07139,0.19014,0.913412,4198,3,0.51794,1.0,10483,1
Nwd2,4,0.071457,0.19026,0.913412,4199,3,0.74221,1.0,14925,0
Nelfe,4,0.071457,0.19026,0.913412,4200,3,0.56823,1.0,11478,1
Vmn1r216,4,0.071457,0.19026,0.913412,4201,3,0.93419,1.0,18787,0
Gm10094,4,0.071457,0.19026,0.913412,4202,3,0.58893,1.0,11894,1
Taf5l,4,0.071457,0.19026,0.913412,4203,3,0.8742,1.0,17531,0
Qk,4,0.071457,0.19026,0.913412,4204,3,0.64878,1.0,13036,1
Coq10b,4,0.07146,0.19026,0.913412,4205,2,0.24457,0.986906,5020,2
Adamts2,4,0.071491,0.19032,0.913462,4206,2,0.40792,1.0,8208,1
Cd81,4,0.071563,0.19042,0.913724,4207,2,0.82756,1.0,16582,0
Btk,4,0.071635,0.19054,0.914095,4208,2,0.39046,1.0,7892,2
Tpcn2,4,0.071684,0.19063,0.914299,4209,2,0.6603,1.0,13265,1
Fbxl13,4,0.071738,0.19072,0.914371,4210,2,0.36752,1.0,7416,1
Rnd2,4,0.071747,0.19073,0.914371,4211,2,0.44421,1.0,8934,1
Ptafr,4,0.071803,0.19083,0.914636,4212,3,0.81768,1.0,16380,0
Ostf1,4,0.07195,0.19108,0.914719,4213,3,0.8262,1.0,16556,0
Cubn,4,0.072012,0.19118,0.914719,4214,3,0.80562,1.0,16144,0
Got2,4,0.07202,0.1912,0.914719,4215,3,0.51817,1.0,10487,1
Siva1,4,0.072065,0.19128,0.914719,4216,3,0.93521,1.0,18813,0
Sh3gl1,4,0.072104,0.19134,0.914719,4217,2,0.81855,1.0,16398,0
Adss,4,0.072135,0.19139,0.914719,4218,3,0.8562,1.0,17128,0
Plekhf1,4,0.07216,0.19142,0.914719,4219,2,0.67258,1.0,13526,1
Actr8,4,0.072161,0.19142,0.914719,4220,3,0.57191,1.0,11546,1
Trmu,4,0.072161,0.19142,0.914719,4221,3,0.90555,1.0,18160,0
Mcm10,4,0.072161,0.19142,0.914719,4222,3,0.66975,1.0,13472,1
Rsl1d1,4,0.072161,0.19142,0.914719,4223,2,0.84377,1.0,16900,0
Mccc2,4,0.072161,0.19142,0.914719,4224,2,0.16465,0.97058,3417,2
Mamdc2,4,0.072161,0.19142,0.914719,4225,1,0.26503,0.989216,5423,2
Vmn1r222,4,0.072223,0.19152,0.914816,4226,3,0.50638,1.0,10238,1
Exo1,4,0.07242,0.19184,0.914816,4227,3,0.85887,1.0,17186,0
Vmn2r108,4,0.072636,0.19222,0.914816,4228,3,0.73233,1.0,14731,0
Zfp804a,4,0.07264,0.19222,0.914816,4229,3,0.19391,0.975144,4008,1
Pcmtd2,4,0.07264,0.19222,0.914816,4230,3,0.81394,1.0,16312,0
AI118078,4,0.072645,0.19223,0.914816,4231,3,0.83372,1.0,16709,0
Lcn9,4,0.072667,0.19227,0.914816,4232,3,0.87232,1.0,17483,0
Dfnb59,4,0.072736,0.19238,0.914816,4233,1,0.083889,0.942085,1787,3
Fancf,4,0.072784,0.19246,0.914816,4234,2,0.68423,1.0,13726,1
Chchd7,4,0.07299,0.19281,0.914816,4235,2,0.074968,0.937608,1603,1
Msantd3,4,0.07299,0.19281,0.914816,4236,2,0.64076,1.0,12873,1
Rbck1,4,0.07299,0.19281,0.914816,4237,3,0.59035,1.0,11921,1
Ing1,4,0.07299,0.19281,0.914816,4238,2,0.48184,1.0,9720,1
Gypc,4,0.07299,0.19281,0.914816,4239,3,0.88908,1.0,17826,0
Irak3,4,0.07299,0.19281,0.914816,4240,3,0.93657,1.0,18845,0
Cd248,4,0.07299,0.19281,0.914816,4241,2,0.3038,1.0,6138,1
1700031F05Rik,4,0.07299,0.19281,0.914816,4242,3,0.53389,1.0,10810,1
Olfr298,4,0.07299,0.19281,0.914816,4243,3,0.92137,1.0,18499,0
Cntn2,4,0.07299,0.19281,0.914816,4244,3,0.89671,1.0,17971,0
Twistnb,4,0.07299,0.19281,0.914816,4245,3,0.71944,1.0,14457,0
Kif5b,4,0.07299,0.19281,0.914816,4246,2,0.064703,0.925267,1393,2
Ankrd10,4,0.07299,0.19281,0.914816,4247,2,0.31036,1.0,6267,2
Gm11237,4,0.07299,0.19281,0.914816,4248,3,0.93536,1.0,18816,0
Tank,4,0.07299,0.19281,0.914816,4249,3,0.71757,1.0,14420,0
Gm11569,4,0.07299,0.19281,0.914816,4250,3,0.52308,1.0,10587,1
Olfr988,4,0.07302,0.19285,0.914816,4251,3,0.54846,1.0,11094,1
Tmem39a,4,0.073051,0.1929,0.914816,4252,3,0.47489,1.0,9577,1
Nr2f1,4,0.073077,0.19294,0.914816,4253,3,0.8235,1.0,16504,0
Derl2,4,0.073135,0.19304,0.914816,4254,3,0.87996,1.0,17637,0
Trim3,4,0.07319,0.19313,0.914816,4255,2,0.36822,1.0,7428,1
Olfr270,4,0.07319,0.19313,0.914816,4256,2,0.85652,1.0,17137,0
Parp8,4,0.073205,0.19316,0.914816,4257,3,0.72448,1.0,14558,0
SGR000122130.1_XPR003.1,1,0.073213,0.073249,0.821057,4258,1,0.92703,1.0,18611,0
Adcy8,4,0.073236,0.1932,0.914816,4259,3,0.8878,1.0,17793,0
Wdr25,4,0.073298,0.19331,0.914816,4260,3,0.44062,1.0,8858,1
Wisp3,4,0.073319,0.19333,0.914816,4261,2,0.19475,0.975144,4025,1
Ccdc126,4,0.073357,0.1934,0.914816,4262,3,0.36467,1.0,7352,1
Mnt,4,0.07336,0.19341,0.914816,4263,3,0.84488,1.0,16916,0
Cxx1c,4,0.073405,0.19348,0.914816,4264,1,0.062677,0.922898,1344,3
Psmb5,4,0.073587,0.19376,0.914816,4265,1,0.92648,1.0,18605,0
Map3k13,4,0.073907,0.19428,0.914816,4266,2,0.21379,0.98265,4399,2
Smc1a,4,0.073907,0.19428,0.914816,4267,1,0.83121,1.0,16654,0
Zbed3,4,0.073907,0.19428,0.914816,4268,3,0.24557,0.986906,5036,1
Olfr790,4,0.073907,0.19428,0.914816,4269,2,0.83586,1.0,16745,0
Mrgprx2,4,0.073907,0.19428,0.914816,4270,3,0.78815,1.0,15798,0
Rnf5,4,0.073907,0.19428,0.914816,4271,1,0.24802,0.986906,5091,1
Olfr1211,4,0.073907,0.19428,0.914816,4272,1,0.026093,0.916654,560,2
Ptprb,4,0.073907,0.19428,0.914816,4273,2,0.88975,1.0,17842,0
Limch1,4,0.073907,0.19428,0.914816,4274,2,0.052252,0.918359,1121,2
Gm4937,4,0.073907,0.19428,0.914816,4275,3,0.82352,1.0,16505,0
Ttc30b,4,0.073924,0.1943,0.914816,4276,3,0.81612,1.0,16349,0
Plekho1,4,0.073924,0.1943,0.914816,4277,3,0.69541,1.0,13943,1
Nt5m,4,0.073924,0.1943,0.914816,4278,3,0.14388,0.963034,3006,1
Kdm1b,4,0.073924,0.1943,0.914816,4279,3,0.92923,1.0,18677,0
Ndufa1,4,0.073924,0.1943,0.914816,4280,3,0.88491,1.0,17737,0
Eaf2,4,0.073924,0.1943,0.914816,4281,3,0.48412,1.0,9770,1
Pcgf2,4,0.073924,0.1943,0.914816,4282,3,0.31745,1.0,6418,1
Defb8,4,0.073924,0.1943,0.914816,4283,3,0.35324,1.0,7113,1
Socs3,4,0.073924,0.1943,0.914816,4284,3,0.91214,1.0,18299,0
Ccdc116,4,0.073924,0.1943,0.914816,4285,3,0.62287,1.0,12564,1
Zc3h3,4,0.073924,0.1943,0.914816,4286,3,0.51014,1.0,10324,1
Ros1,4,0.073937,0.19432,0.914816,4287,2,0.3186,1.0,6439,2
Miip,4,0.074051,0.19451,0.915496,4288,2,0.091664,0.946964,1940,2
SGR000121858.1_XPR003.1,1,0.074169,0.074201,0.821057,4289,1,0.9261,1.0,18596,0
Dgka,4,0.074178,0.19472,0.915576,4290,3,0.67851,1.0,13632,1
Fam109a,4,0.074228,0.19479,0.915576,4291,3,0.79525,1.0,15928,0
Pstpip1,4,0.074292,0.1949,0.915576,4292,2,0.63958,1.0,12845,1
Mkrn1,4,0.074306,0.19492,0.915576,4293,2,0.1874,0.973225,3880,1
4933405O20Rik,4,0.074314,0.19493,0.915576,4294,2,0.81352,1.0,16302,0
Hoxc10,4,0.074314,0.19493,0.915576,4295,3,0.92575,1.0,18593,0
Prune,4,0.074384,0.19504,0.915576,4296,3,0.71365,1.0,14341,1
Hs6st1,4,0.074433,0.19513,0.915576,4297,2,0.86751,1.0,17366,0
Olfr654,4,0.074433,0.19513,0.915576,4298,1,0.17981,0.973048,3729,2
Mapkapk3,4,0.074448,0.19515,0.915576,4299,3,0.75432,1.0,15161,0
Rnaset2b,4,0.074484,0.19521,0.915576,4300,2,0.5835,1.0,11799,1
SGR000122009.1_XPR003.1,1,0.074511,0.074538,0.821057,4301,1,0.92579,1.0,18585,0
Stx3,4,0.07454,0.1953,0.915576,4302,3,0.61074,1.0,12313,1
Cox14,4,0.074562,0.19533,0.915576,4303,3,0.90346,1.0,18117,0
Rbm11,4,0.0746,0.19539,0.915576,4304,2,0.73821,1.0,14846,0
SGR000121933.1_XPR003.1,1,0.074612,0.074641,0.821057,4305,1,0.9257,1.0,18579,0
Nr2f2,4,0.07464,0.19547,0.915576,4306,2,0.86267,1.0,17263,0
Hibadh,4,0.074648,0.19548,0.915576,4307,3,0.73006,1.0,14691,0
Zbtb8a,4,0.074696,0.19557,0.915576,4308,1,0.17767,0.971264,3691,1
Pus3,4,0.074732,0.19563,0.915576,4309,3,0.89292,1.0,17902,0
Lbp,4,0.074743,0.19565,0.915576,4310,2,0.15707,0.965476,3276,1
Chd9,4,0.074768,0.19569,0.915576,4311,3,0.82398,1.0,16515,0
Mad1l1,4,0.074825,0.1958,0.915576,4312,2,0.41084,1.0,8265,2
Cetn2,4,0.074887,0.1959,0.915576,4313,1,0.088453,0.946964,1870,3
Commd1,4,0.074903,0.19592,0.915576,4314,3,0.86208,1.0,17251,0
Ftl1,4,0.074916,0.19594,0.915576,4315,3,0.55383,1.0,11216,1
Rhbdf2,4,0.074935,0.19596,0.915576,4316,3,0.89754,1.0,18002,0
Gm13088,4,0.074982,0.19604,0.915576,4317,2,0.48932,1.0,9893,1
Olfr402,4,0.075001,0.19608,0.915576,4318,3,0.86922,1.0,17406,0
Rxrb,4,0.075078,0.19621,0.915576,4319,1,0.26102,0.989216,5342,2
AB124611,4,0.075078,0.19621,0.915576,4320,2,0.56475,1.0,11410,1
SGR000122357.1_XPR003.1,1,0.075087,0.075092,0.821057,4321,1,0.92524,1.0,18573,0
Adam1b,4,0.075293,0.19656,0.915576,4322,3,0.4133,1.0,8315,1
Grasp,4,0.075325,0.19661,0.915576,4323,3,0.69421,1.0,13912,1
Pcnt,4,0.075343,0.19665,0.915576,4324,3,0.72326,1.0,14526,0
Il2rb,4,0.075393,0.19673,0.915576,4325,1,0.63195,1.0,12723,0
Xrcc4,4,0.075496,0.19691,0.915576,4326,3,0.4622,1.0,9296,1
Rfx8,4,0.075541,0.19698,0.915576,4327,3,0.41119,1.0,8274,1
Tbc1d13,4,0.07556,0.19702,0.915576,4328,2,0.49235,1.0,9954,1
Atp5j2,4,0.07556,0.19702,0.915576,4329,2,0.72015,1.0,14471,0
Pex1,4,0.07556,0.19702,0.915576,4330,3,0.40451,1.0,8151,1
Gm13043,4,0.07556,0.19702,0.915576,4331,2,0.27108,0.98953,5543,1
Tcp11,4,0.07556,0.19702,0.915576,4332,2,0.57187,1.0,11544,1
Gm436,4,0.07556,0.19702,0.915576,4333,3,0.45182,1.0,9084,1
Scn9a,4,0.07556,0.19702,0.915576,4334,2,0.60796,1.0,12264,1
Gm648,4,0.07556,0.19702,0.915576,4335,3,0.51234,1.0,10372,1
Mrpl3,4,0.07556,0.19702,0.915576,4336,2,0.34345,1.0,6931,2
Gad1,4,0.07556,0.19702,0.915576,4337,3,0.83484,1.0,16726,0
Gucy2c,4,0.07556,0.19702,0.915576,4338,3,0.61617,1.0,12435,1
Olfr630,4,0.075603,0.19709,0.915576,4339,3,0.65843,1.0,13227,1
Hmx2,4,0.075603,0.19709,0.915576,4340,2,0.52301,1.0,10585,1
Ier5,4,0.075603,0.19709,0.915576,4341,1,0.4088,1.0,8221,1
Cidec,4,0.075603,0.19709,0.915576,4342,2,0.14879,0.964487,3104,1
Tlk2,4,0.075603,0.19709,0.915576,4343,1,0.30465,1.0,6154,2
Prss22,4,0.075603,0.19709,0.915576,4344,3,0.93089,1.0,18707,0
Ica1,4,0.075603,0.19709,0.915576,4345,2,0.49588,1.0,10024,1
Arid3a,4,0.075603,0.19709,0.915576,4346,2,0.43327,1.0,8698,1
Ttc33,4,0.075603,0.19709,0.915576,4347,2,0.2309,0.986463,4739,2
Rslcan18,4,0.075603,0.19709,0.915576,4348,1,0.66673,1.0,13418,1
Sfxn1,4,0.075699,0.19726,0.916146,4349,3,0.82355,1.0,16506,0
SGR000122367.1_XPR003.1,1,0.075903,0.075927,0.821764,4350,1,0.92444,1.0,18556,0
Dmxl2,4,0.076127,0.19795,0.917616,4351,2,0.57319,1.0,11578,1
Negr1,4,0.076152,0.19798,0.917616,4352,2,0.1241,0.957053,2603,2
Sostdc1,4,0.076271,0.19818,0.917616,4353,2,0.23379,0.986589,4800,1
Usp35,4,0.076319,0.19824,0.917616,4354,2,0.2336,0.986589,4794,2
Tmem98,4,0.07639,0.19836,0.917616,4355,3,0.29449,1.0,5972,1
Syde1,4,0.07639,0.19836,0.917616,4356,2,0.19992,0.977365,4124,1
Zfp369,4,0.076434,0.19843,0.917616,4357,2,0.36301,1.0,7314,2
Glce,4,0.076438,0.19843,0.917616,4358,1,0.79028,1.0,15845,0
Zfp937,4,0.076462,0.19847,0.917616,4359,2,0.83394,1.0,16713,0
Olfr1381,4,0.076514,0.19856,0.917616,4360,3,0.92836,1.0,18651,0
Adam23,4,0.076514,0.19856,0.917616,4361,3,0.90444,1.0,18137,0
Orc6,4,0.076514,0.19856,0.917616,4362,3,0.9206,1.0,18481,0
Ctdp1,4,0.076514,0.19856,0.917616,4363,3,0.92881,1.0,18663,0
Klf9,4,0.076514,0.19856,0.917616,4364,3,0.50659,1.0,10243,1
Pop4,4,0.076514,0.19856,0.917616,4365,3,0.93472,1.0,18800,0
Tgs1,4,0.076514,0.19856,0.917616,4366,3,0.64578,1.0,12973,1
Hist1h2ao,4,0.076514,0.19856,0.917616,4367,3,0.80551,1.0,16138,0
Smc3,4,0.076514,0.19856,0.917616,4368,3,0.67891,1.0,13640,1
Usp17la,4,0.076514,0.19856,0.917616,4369,3,0.89779,1.0,18007,0
Chrnb4,4,0.076534,0.19859,0.917616,4370,3,0.80377,1.0,16111,0
Syt12,4,0.076563,0.19864,0.917616,4371,3,0.2834,0.995774,5768,1
Abra,4,0.076568,0.19864,0.917616,4372,3,0.92352,1.0,18542,0
Rpl14,4,0.076568,0.19864,0.917616,4373,3,0.92352,1.0,18543,0
Olfr1043,4,0.076649,0.19877,0.917755,4374,3,0.90626,1.0,18174,0
Kctd9,4,0.076671,0.19881,0.917755,4375,3,0.79941,1.0,16008,0
Dnajc4,4,0.076796,0.19901,0.918305,4376,1,0.4819,1.0,9722,1
Tsr1,4,0.076873,0.19915,0.918707,4377,3,0.92321,1.0,18534,0
Rab11a,4,0.07693,0.19924,0.918895,4378,3,0.80421,1.0,16116,0
Robo4,4,0.076973,0.19933,0.918895,4379,3,0.78115,1.0,15682,0
Tmsb15b2,3,0.076978,0.17608,0.898291,4380,1,0.58304,1.0,12123,1
Foxo3,4,0.07698,0.19933,0.918895,4381,3,0.55353,1.0,11208,1
Grifin,4,0.077028,0.1994,0.918895,4382,3,0.43194,1.0,8673,1
1700006E09Rik,4,0.077042,0.19943,0.918895,4383,3,0.6397,1.0,12849,1
Mex3c,4,0.077067,0.19947,0.918895,4384,2,0.90984,1.0,18249,0
Opa3,4,0.077129,0.19957,0.918895,4385,2,0.66626,1.0,13406,1
Pcdhgb5,4,0.077129,0.19957,0.918895,4386,3,0.48914,1.0,9890,1
4933427D06Rik,4,0.077142,0.19959,0.918895,4387,3,0.4809,1.0,9704,1
Aif1,4,0.077178,0.19964,0.918924,4388,3,0.91752,1.0,18421,0
Tbx18,4,0.077206,0.19969,0.918948,4389,3,0.11223,0.957053,2354,1
Pcdha4,4,0.077343,0.19992,0.919385,4390,3,0.64918,1.0,13042,1
Myl6b,4,0.077487,0.20015,0.919385,4391,1,0.62455,1.0,12599,1
SGR000122256.1_XPR003.1,1,0.077568,0.077638,0.825885,4392,1,0.92277,1.0,18522,0
Fam50b,4,0.077572,0.20029,0.919385,4393,3,0.93168,1.0,18728,0
Ankrd16,4,0.07763,0.20038,0.919385,4394,3,0.64407,1.0,12939,1
Lect2,4,0.077673,0.20045,0.919385,4395,2,0.57768,1.0,11675,1
Zbtb8os,4,0.077673,0.20045,0.919385,4396,3,0.78586,1.0,15757,0
Prkcq,4,0.077673,0.20045,0.919385,4397,3,0.66626,1.0,13407,1
Rag2,4,0.077673,0.20045,0.919385,4398,2,0.60282,1.0,12170,1
Cdc42,4,0.077673,0.20045,0.919385,4399,2,0.024065,0.916654,515,1
Akr1b10,4,0.077673,0.20045,0.919385,4400,2,0.17237,0.97058,3571,2
Phf11b,4,0.077673,0.20045,0.919385,4401,3,0.53646,1.0,10857,1
Hs6st2,4,0.077673,0.20045,0.919385,4402,2,0.74348,1.0,14949,0
Olfr447,4,0.077673,0.20045,0.919385,4403,3,0.93121,1.0,18712,0
Sumf2,4,0.077673,0.20045,0.919385,4404,2,0.78999,1.0,15838,0
Cd209d,4,0.077673,0.20045,0.919385,4405,3,0.08088,0.940176,1728,1
Mta2,4,0.077797,0.20065,0.919915,4406,2,0.050522,0.916654,1091,1
Slc26a4,4,0.077828,0.2007,0.919948,4407,3,0.66995,1.0,13476,1
Amy2a3,4,0.07794,0.2009,0.920387,4408,2,0.68769,1.0,13792,1
Hapln4,4,0.077947,0.20091,0.920387,4409,3,0.38051,1.0,7687,1
Mcoln1,4,0.077989,0.20099,0.920387,4410,3,0.4843,1.0,9775,1
Ddt,4,0.078003,0.20101,0.920387,4411,3,0.92547,1.0,18584,0
Fam186b,4,0.078011,0.20102,0.920387,4412,1,0.76746,1.0,15407,0
Zswim5,4,0.078154,0.20126,0.921247,4413,1,0.63487,1.0,12762,1
